advisor,participant,ResponseID,Q_TotalDuration,inst1_t_3,inst2_t_3,eise_d,adv_inst_t_3.x,lnpk_d,mpeh_d,woln_d,demi_d,nwsr_d,prev_exp,prev_last,prev_first,prev_freq,adv_exp,adv_skill,adv_help_hyp,adv_imp_hyp,adv_helpf,adv_imp_1,rel_exp,rel_skill,avg_perf_1_TEXT,adv_perf_1_TEXT,input,browser,animals,age,gender,language,condition,exclude,exclude_why,adv_inst_t_3.y,advice,advisor_advice_writing_time,advisor_prev_exp,advisor_prev_last,advisor_prev_first,advisor_rel_exp,advisor_rel_skill,advisor_avg_perf,advisor_prev_freq,advisor_input,advisor_browser,advisor_adv_imp,advisor_animals,animals.wordcount,advisor_age,advisor_gender,advisor_language,advisor_language_TEXT,advisor_bugreport,advisor_hyp,advisor_comments,advisor_DO.BR.FL_3,cat_s,eise_s,demi_s,lnpk_s,mpeh_s,nwsr_s,woln_s,b1,b2,b3,b4,b5,b6,s1,s2,s3,s4,s5,s6,advisor_mean,advisor_var,advisor_sd,advisor_median,advisor_advice_wordcount,advisor_animals_wordcount
ad00,1738,R_1DBeMv6OhLYUP3L,1467,30.595,54.385,9,NA,16,13,13,14,10,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,A few times a month,NA,NA,5,40,NA,NA,I was as experienced as most people,I was as skilled as most people,20,NA,trackpad,Google Chrome,monkey / giraffe / fish / cat / bear / dog / duck / gorilla / tucan / snake / barracuda / mouse / rabbit / squirrel / rat / pig / cow / c,22,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1739,R_0MPOTi9UsGpUCOx,1070,33.466,37.723,4,NA,5,8,10,9,9,"No, I've never played any version of this game before",NA,NA,A few times a year,NA,NA,3,19,NA,NA,I was less experienced than most people,I was less skilled than most people,15,NA,mouse,Mozilla Firefox,"Horse, cow, pig, dog, cat, guinea pig, rabbitt, mouse, chinchilla, gorilla, monkey, zebra, lion, tiger, bear, coyote, mountain lion, puma, cougar, deer, wo",28,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1740,R_78QPAE84Lwmpy5X,828,9.056,18.798,6,NA,11,11,11,10,13,"No, I've never played any version of this game before",NA,NA,A few times a year,NA,NA,5,29,NA,NA,I was as experienced as most people,I was as skilled as most people,10,NA,mouse,Google Chrome,"panda, fox, rabbit, alligator, crocodile, crow, robin, seagull, bear, lion, leopard, jaguar, dog, cat, goldfish, shark, dolphin, whale, turtle, lizard, pig, cow, goat, horse",28,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1741,R_30ibvz68UhgNuej,975,27.594,45.306,4,NA,2,3,10,3,5,"No, I've never played any version of this game before",NA,NA,Less than once a year,NA,NA,6,81,NA,NA,I was as experienced as most people,I was as skilled as most people,6,NA,mouse,Google Chrome,"CAT, DOG, PIG, COW, RABBIT, HORSE, GOAT, ROOSTER, HEN, MOUSE, ",24,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1742,R_1i2mc8Upzqpi9UU,1038,27.651,41.98,10,NA,12,10,12,11,12,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a week,NA,NA,2,15,NA,NA,I was as experienced as most people,I was as skilled as most people,10,NA,mouse,Google Chrome,giraffe lizard cow horse worm fish bird elephant eel spider beetle bug crayfish lobster shrimp deer elk eagle mink otter beaver frog ,38,Male,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1743,R_BrMM6UhmXp0WvoR,852,24.584,39.248,6,NA,6,9,7,7,14,"No, I've never played any version of this game before",NA,NA,I never play word-finding games,NA,NA,1,0,NA,NA,I was as experienced as most people,I was as skilled as most people,5,NA,trackpad,Google Chrome,dog  / cat / mouse / deer / reindeer / rabbit / bird / hippo / rhino / octopus / donkey / giraffe / zebra / monkey / kangaroo / panda / koala /  / ,32,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1744,R_3oEZlaiWI00PZib,1516,18.058,57.542,2,NA,4,10,6,2,11,"Yes, I've played some version of this game before",Over a year ago,Within the last 5 years,Less than once a year,NA,NA,7,100,NA,NA,I was as experienced as most people,I was less skilled than most people,3,NA,mouse,Mozilla Firefox,"mouse, elephant, dog, cat, hamster, tiger, giraffe, snake, owl, birds, fish, squirrel, rats, cougar, ",39,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1745,R_zVkcCs0Dz4TTfQ5,609,8.775,17.217,14,NA,14,12,14,15,16,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,NA,NA,5,16,NA,NA,I was as experienced as most people,I was as skilled as most people,12,NA,mouse,Google Chrome,"dog, cat, turtle, bird, pig, horse, hippo, elephant, giraffe, zebra, grasshopper, fly, whale, fish, shark, dinosaur, t-rex, pigeon, dove, bluejay, porcupine, worm, ",25,Male,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1746,R_1Frif1BNpkS37gu,783,14.485,28.271,4,NA,5,11,10,10,11,"No, I've never played any version of this game before",NA,NA,A few times a year,NA,NA,3,32,NA,NA,I was as experienced as most people,I was as skilled as most people,8,NA,mouse,Mozilla Firefox,"elephant, dog, zebra, llama, whale, mouse, cat, pigeon, duck, horse, goat, sheep, moose, giraffe, meerkat, lion, tiger, bear, wolf, mountain lion, rhino, hippo, penguin, toucan, fish, octopus, otter, ",22,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1747,R_1o1j3pbERhlLYNK,785,13.09,39.396,5,NA,10,10,12,10,9,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,A few times a year,NA,NA,4,20,NA,NA,I was as experienced as most people,I was as skilled as most people,7,NA,mouse,Opera,"wolf, owl, lion, horse, bat, zebra, dog, cat, squirrel, raccoon, duck, pig, sheep, owl, panther, jaguar, fish, shark, whale, seal, penguin, polar ",34,Male,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1748,R_A4zqVnKyL8YnFg5,1015,62.018,34.928,4,NA,5,11,6,13,9,I'm not sure,NA,NA,A few times a year,NA,NA,6,84,NA,NA,I was as experienced as most people,I was as skilled as most people,10,NA,mouse,Google Chrome,"Elephant,Lion,Tiger,Rat,Snake,Dog,Cat,",30,Male,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1749,R_1FsMzptt1BcXUfw,649,12.041,17.684,8,NA,11,4,12,9,9,"Yes, I've played some version of this game before",Within the last year,Within the last 3 years,Less than once a year,NA,NA,6,64,NA,NA,I was less experienced than most people,I was less skilled than most people,5,NA,mouse,Mozilla Firefox,"pig, horse, cow, bird, lion, tiger, snake, ant, kiwi, falcon, eagle, polar bear, bear, koala, sloth, cat, dog, fish, goldfish, parrot, hamster, guinea pig, lamb, sheep, dolphin",25,Female,"Yes, I spoke English and these other languages growing up:",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1750,R_PFBJr2EdGNhzflD,722,23.78,32.19,9,NA,11,9,13,11,5,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,NA,NA,5,30,NA,NA,I was as experienced as most people,I was as skilled as most people,8,NA,trackpad,Internet Explorer,"Pig, dog, cat, cow, horse, chicken, lion, tiger, bear, bull, sheep, ram, rat, mouse, moose, deer, squirrel, goose, bluebird, cardinal, pigeon, ",20,Male,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1751,R_3Gxjf32hk3IrGSV,907,23.189,31.254,6,NA,12,10,11,14,11,"Yes, I've played some version of this game before",Within the last year,Within the last 5 years,A few times a month,NA,NA,6,48,NA,NA,I was as experienced as most people,I was as skilled as most people,10,NA,mouse,Google Chrome,"elephant,horse,cat,dog,zebra,girrafe,lizard,mouse,rabbit,camel",48,Male,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1752,R_3HHo5hakU4Ah9ln,957,23.708,21.598,10,NA,14,7,6,9,9,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,NA,NA,1,0,NA,NA,I was less experienced than most people,I was less skilled than most people,30,NA,mouse,Google Chrome,"dog, cat, bear, dolphin, donkey, horse, human, whale, shark, fish, deer, moose, wolf, bird, racoom",24,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1753,R_25YmnWXDJHl8yyr,931,12.912,43.119,2,NA,8,6,7,6,8,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,NA,NA,6,76,NA,NA,I was less experienced than most people,I was as skilled as most people,10,NA,trackpad,Google Chrome,giraffe monkey spider zebra dog chicken pig horse snake rabbit goat mouse bird owl tiger lion hippo,24,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1754,R_3shms9UIhOWoYab,803,21.783,35.136,3,NA,2,4,4,3,3,I'm not sure,NA,NA,Less than once a year,NA,NA,1,0,NA,NA,I was less experienced than most people,I was more skilled than most people,2,NA,mouse,Mozilla Firefox,"rat, bird, eagle, dolphon, cat, dog, bear, goose, chipmunk, cougar, lion, lynx, tiger, wolf, elephant, hyena, hawk, pigeon, mouse, gopher",25,Male,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1755,R_1CpXuZu3Je92l93,940,18.381,34.404,14,NA,11,13,12,14,12,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,A few times a month,NA,NA,4,20,NA,NA,I was as experienced as most people,I was as skilled as most people,12,NA,trackpad,Google Chrome,"Zebra, elephant, dog, cat, mouse, rat, hamster, owl, robin, tiger, lion, bear, bat, raccoon, skunk, armadillo, turtle, snake, fish, frog, lizard",27,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1756,R_yrOIzte3Qk4cSDD,838,22.695,29.918,13,NA,10,16,18,16,17,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,NA,NA,2,5,NA,NA,I was more experienced than most people,I was less skilled than most people,20,NA,mouse,Google Chrome,Cats dogs hamsters rabbits deer cow horse sheep lamb chicken turkey pig fish bird flamingo kangaroo sebra elephant giraffe bear fox coyote ferret procupine hedgehog zebra,26,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1757,R_r0fyAPDHHZK89Rn,916,35.601,32.726,8,NA,8,8,8,6,9,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,Less than once a year,NA,NA,5,61,NA,NA,I was as experienced as most people,I was as skilled as most people,6,NA,mouse,Google Chrome,"dog, cat, bird, monkey, elephant, hamster, rhino, hippo, lion, tiger, bear, rabbit, pig, cow, horse, turkey, duck",30,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1758,R_3Ed7bG6kdtMhDWI,716,13.709,29.487,9,NA,5,8,9,6,4,"No, I've never played any version of this game before",NA,NA,Less than once a year,NA,NA,5,28,NA,NA,I was less experienced than most people,I was less skilled than most people,8,NA,mouse,Google Chrome,"sheep, deer, dog, cat, fish, shark, whale, ant, spider, bird, eagle, falcon, robin, sparrow, moose, lion, tiger, bear, frog, toad, pig, cow",26,Male,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1759,R_3kq4ZRypIN5id8s,675,11.712,29.568,11,NA,13,10,10,16,16,"No, I've never played any version of this game before",NA,NA,Less than once a year,NA,NA,6,40,NA,NA,I was as experienced as most people,I was as skilled as most people,10,NA,mouse,Google Chrome,"giraffe, deer, fox, dog, cat, elephant, fish, rabbit, bear, eagle, bird, sparrow, human, pig, cow, bison, llama, emu, ostrich, kangaroo, mouse, rat, ",38,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1760,R_2ahlyoUWjOtQ6Sg,1002,48.107,59.977,7,NA,8,7,9,7,11,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,NA,NA,4,50,NA,NA,I was as experienced as most people,I was as skilled as most people,20,NA,trackpad,Google Chrome,"horse, cat, dog, goat, pig, chicken, lion, tiger, bear, owl, bird, zebra, money, snake, ",48,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1761,R_2dhwlIbsZPNPDvr,861,25.166,40.088,2,NA,5,6,7,9,10,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,NA,NA,4,20,NA,NA,I was as experienced as most people,I was as skilled as most people,5,NA,mouse,Opera,"bear, cat, horse, dog, zebra, monkey, rat, mouse, beaver, moose, deer, possum, lion, tiger, cheetah, ",41,Male,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1762,R_3OUB5I0DXXjuC2t,1025,43.441,75.077,3,NA,2,6,7,5,4,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,NA,NA,6,70,NA,NA,I was as experienced as most people,I was as skilled as most people,5,NA,mouse,Mozilla Firefox,"cat, dog, cow, bird, lizard, crocodile, fish, horse, pig, ",32,Male,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1763,R_1LMwotvuJ79h29B,951,15.408,33.145,2,NA,5,3,1,6,7,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,NA,NA,5,55,NA,NA,I was as experienced as most people,I was as skilled as most people,10,NA,mouse,Mozilla Firefox,"tiger, cat, dog, elephant, lion, ant, butterfly, rhinocerous, snake, giraffe, monkey, hippopotamus, mouse, bird, fly, caterpillar, ",42,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1764,R_bQ9WtXmD8iiv8fD,857,14.697,28.377,11,NA,17,16,19,12,16,"Yes, I've played some version of this game before",Within the last 6 months,Within the last year,A few times a month,NA,NA,5,11,NA,NA,I was less experienced than most people,I was less skilled than most people,10,NA,trackpad,Google Chrome,"camel, cat, dog, rabbit, owl, bird, tiger, lion, bear, alligator, snake, fish, hamster, rat",21,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1765,R_0Of2ngyeRB0yJkR,827,13.126,26.958,6,NA,9,11,8,10,12,"No, I've never played any version of this game before",NA,NA,A few times a year,NA,NA,6,19,NA,NA,I was less experienced than most people,I was less skilled than most people,12,NA,mouse,Google Chrome,"cat, dog, penguin, lion, tiger, elephant, giraffe, wolf, fox, raccoon, opposum, mouse, rat, chipmunk, squirrel, ferret, rhino, monkey, goat, cow, sheep, horse, oxen, buffalo, ",55,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1766,R_12lMVv5sTdSS0fU,1039,20.227,49.124,10,NA,9,10,15,13,16,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,Less than once a year,NA,NA,3,18,NA,NA,I was as experienced as most people,I was as skilled as most people,12,NA,trackpad,Google Chrome,"cat, dog, mouse, zebra, donkey, goat, cow, pig, chicken, turkey, trout, salmon, catfish, lion, tiger, bear, sparrow, finch, pigeon, elk",37,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1767,R_122VGMCeuA3Gwtj,907,77.91,15.783,11,NA,13,13,13,13,17,"No, I've never played any version of this game before",NA,NA,A few times a year,NA,NA,5,75,NA,NA,I was as experienced as most people,I was as skilled as most people,8,NA,trackpad,Google Chrome,ANTEATER OPOSSUM RACOON EAGLE HAWK FALCON WHALE DOLPHIN SAILFISH MARLIN GOLDFISH LION PANTHER JAGUAR CHEETAH BOBCAT PUMA,27,Male,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1768,R_3PUf8YOUHA95U81,667,9.424,9.965,24,NA,29,28,34,37,33,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,A few times a year,NA,NA,2,17,NA,NA,I was more experienced than most people,I was more skilled than most people,15,NA,mouse,Google Chrome,"dog, cat, mouse, giraffe, zebra, lion, tiger, bear, bird, raven, crow, whooping crane, antlion, chincilla, husky, malamute, chihuahua, panther, fox, ant, ",28,Male,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1769,R_2woiaCbwIYvKjjn,884,18.589,31.227,17,NA,17,13,18,20,17,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,NA,NA,3,29,NA,NA,I was more experienced than most people,I was more skilled than most people,5,NA,trackpad,Google Chrome,"tiger, shark, cheetah, lion, giraffe, zebra, dog, cat, squirrel, bear, wolf, seal, rat, bat, bird, snake, lizard, crocodile, alligator, frog, mole, gopher, meerkat, g",35,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1770,R_1kRHEfnnSvc9WEf,1048,21.781,45.351,2,NA,3,2,6,1,4,"Yes, I've played some version of this game before",Over a year ago,Within the last year,A few times a year,NA,NA,5,40,NA,NA,I was as experienced as most people,I was as skilled as most people,2,NA,trackpad,Google Chrome,"cow, cat ,dog, bird, squirrel, deer, horse, elephant, tiger, turkey, ch",36,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1771,R_3DdPrbpVWxqa8Q4,1016,30.875,45.248,6,NA,11,8,12,13,14,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,Less than once a year,NA,NA,3,18,NA,NA,I was as experienced as most people,I was as skilled as most people,10,NA,trackpad,Google Chrome,"snake, dog, cat, mouse, lion, elephant, zebra, horse, dolphin, tiger, hippo, bird, rat, kangaroo, flamingo, whale, fish, crab, lobster, jellyfish, eel, scor",33,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad00,1772,R_3h45tL9aTQ70bgw,901,16.885,48.099,8,NA,7,7,7,5,8,"No, I've never played any version of this game before",NA,NA,A few times a year,NA,NA,5,75,NA,NA,I was less experienced than most people,I was less skilled than most people,10,NA,mouse,Google Chrome,"cat, rat, pig, horse, dog, whale, dolphin, fish, mouse, otter, seal, bear, penguin, bird ",35,Female,"Yes, I only spoke English growing up",control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
