participant,ResponseID,ResponseID,Q_TotalDuration,eise_c,eise_s,ad01,ad02,ad03,ad04,ad05,ad06,ad07,ad08,ad09,ad10,ad11,ad12,ad13,ad14,ad15,ad16,ad17,ad18,ad19,ad20,ad21,ad22,ad23,ad24,ad25,ad26,ad27,ad28,ad29,ad30,ad31,ad32,ad33,ad34,ad35,ad36,ad37,ad38,ad39,ad40,ad41,ad42,ad43,ad44,ad45,ad46,ad47,ad48,ad49,ad50,ad51,ad52,ad53,ad54,ad55,ad56,ad57,ad58,ad59,ad60,ad61,ad62,ad63,ad64,ad65,ad66,ad67,ad68,ad69,ad70,ad71,ad72,ad73,ad74,ad75,ad76,ad77,ad78,catch1,catch2,Q16,prev_exp,prev_last,prev_first,prev_freq,rel_exp,rel_skill,avg_perf_1_TEXT,input,input_TEXT,browser,browser_TEXT,age,gender,catch,catch_TEXT,language,language_TEXT,bugreport,hyp,comments,HITcode,DO-BL-Advice,exclude,exclude_why,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14,r_15,r_16,r_17,r_18,r_19,r_20,r_21,r_22,r_23,r_24,r_25,r_26,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26
92,R_12PbxKQZGqsXR1y,R_12PbxKQZGqsXR1y,613,JtLmfKS9t,5,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,7,NA,7,7,NA,7,7,7,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,7,2,7,6,7,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,7,NA,NA,6,7,7,NA,7,NA,NA,NA,NA,5,NA,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,As experienced,I was as skilled as most people,12,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,35,Male,Other,trout,"Yes, I only spoke English growing up",NA,"I was having a real hard time ""dragging the mouse"" with this trackpad.",word scramble,NA,1,ad29|ad52|ad50|ad71|ad49|ad68|ad30|ad25|ad22|ad39|catch1|ad76|ad40|ad64|ad57|ad26|ad27|ad51|ad03|ad23|ad67|catch2|ad17|ad58|ad04|ad20|ad69|ad48,NA,NA,ad29,ad52,ad50,ad71,ad49,ad68,ad30,ad25,ad22,ad39,ad76,ad40,ad64,ad57,ad26,ad27,ad51,ad03,ad23,ad67,ad17,ad58,ad04,ad20,ad69,ad48,7,7,7,7,2,7,6,7,7,6,5,6,7,7,7,7,6,7,7,6,7,6,6,7,7,7
36,R_1BSmrv89TxQcBOb,R_1BSmrv89TxQcBOb,773,kUVbXhhogi,1,NA,NA,NA,NA,4,2,NA,NA,NA,NA,5,NA,NA,NA,4,2,NA,NA,4,NA,NA,NA,NA,NA,NA,5,4,5,NA,5,NA,5,4,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,5,5,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,6,NA,5,5,NA,4,6,5,NA,NA,NA,4,5,1,"No, I've never played any version of this game before",NA,NA,A few times a year,Less experienced,I was less skilled than most people,2,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Internet Explorer,NA,24,Male,Other,trout,"Yes, I only spoke English growing up",NA,"I clicked the wrong box on an attention getter. I saw it told me to answer the middle option, but I clicked the one next to it and I realized it too late. Other than that, not at all!",Relationship between word games and people,n/a,1,ad50|ad33|ad74|ad30|ad19|ad27|ad28|ad70|ad41|ad26|catch1|ad11|ad75|ad36|ad16|ad71|ad61|ad68|ad06|ad51|ad32|catch2|ad67|ad54|ad15|ad05|ad73|ad47,2,missed rating catch,ad50,ad33,ad74,ad30,ad19,ad27,ad28,ad70,ad41,ad26,ad11,ad75,ad36,ad16,ad71,ad61,ad68,ad06,ad51,ad32,ad67,ad54,ad15,ad05,ad73,ad47,5,4,6,5,4,4,5,5,4,5,5,5,4,2,5,4,6,2,5,5,4,4,4,4,4,4
27,R_1cSzn5EqKAOM6UN,R_1cSzn5EqKAOM6UN,640,jWrUPNLZDU,8,6,7,NA,NA,NA,4,7,NA,NA,NA,NA,6,NA,7,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,7,3,NA,NA,7,NA,NA,NA,NA,5,6,NA,6,NA,6,6,NA,6,7,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,6,6,7,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,4,1,"Yes, I've played some version of this game before",Within the last month,Within the last year,A few times a month,As experienced,I was as skilled as most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,32,Female,Other,trout,"Yes, I only spoke English growing up",NA,No,About how advice on how to play a game affects performance. ,None,1,ad44|ad14|ad41|ad68|ad53|ad46|ad06|ad30|ad57|ad22|catch1|ad61|ad38|ad29|ad63|ad64|ad62|ad02|ad18|ad43|ad47|catch2|ad77|ad07|ad33|ad12|ad39|ad01,NA,NA,ad44,ad14,ad41,ad68,ad53,ad46,ad06,ad30,ad57,ad22,ad61,ad38,ad29,ad63,ad64,ad62,ad02,ad18,ad43,ad47,ad77,ad07,ad33,ad12,ad39,ad01,6,7,6,7,5,6,4,3,5,6,6,5,7,7,6,6,7,7,6,7,6,7,7,6,6,6
41,R_1d0kGJut9tOtF1u,R_1d0kGJut9tOtF1u,477,4CmFaTeTfj,8,NA,NA,NA,5,3,5,4,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,NA,3,4,NA,NA,3,NA,NA,NA,NA,7,NA,NA,6,7,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,5,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,4,NA,7,NA,NA,5,NA,NA,5,NA,4,NA,5,NA,NA,NA,NA,5,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,A few times a year,As experienced,I was as skilled as most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,31,Female,Other,trout,"Yes, I only spoke English growing up",NA,NA,not sure ,thank you,1,ad09|ad68|ad62|ad32|ad24|ad36|ad23|ad04|ad60|ad07|catch1|ad42|ad52|ad13|ad35|ad05|ad65|ad70|ad44|ad27|ad03|catch2|ad48|ad06|ad77|ad21|ad54|ad72,NA,NA,ad09,ad68,ad62,ad32,ad24,ad36,ad23,ad04,ad60,ad07,ad42,ad52,ad13,ad35,ad05,ad65,ad70,ad44,ad27,ad03,ad48,ad06,ad77,ad21,ad54,ad72,5,5,7,7,4,7,3,5,4,4,5,4,4,6,3,5,4,5,3,0,5,5,5,3,4,5
54,R_1d5Char01759jFN,R_1d5Char01759jFN,739,Sp4Hpv9z5J,8,NA,NA,NA,NA,NA,NA,NA,7,NA,7,4,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,6,7,NA,3,NA,NA,5,NA,7,NA,NA,NA,5,7,7,6,7,NA,7,NA,4,NA,NA,NA,5,7,NA,NA,NA,NA,7,6,NA,6,NA,NA,NA,NA,6,NA,NA,7,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,A few times a year,As experienced,I was as skilled as most people,7,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,29,Female,Other,trout,"Yes, I only spoke English growing up",NA,No,Playing a fun word scramble game and to see how fast people can find words.,NA,1,ad41|ad40|ad39|ad43|ad08|ad19|ad26|ad38|ad37|ad58|catch1|ad49|ad56|ad10|ad73|ad66|ad11|ad31|ad33|ad55|ad74|catch2|ad15|ad28|ad25|ad50|ad45|ad63,NA,NA,ad41,ad40,ad39,ad43,ad08,ad19,ad26,ad38,ad37,ad58,ad49,ad56,ad10,ad73,ad66,ad11,ad31,ad33,ad55,ad74,ad15,ad28,ad25,ad50,ad45,ad63,7,6,7,7,7,4,7,7,5,6,5,6,7,5,7,4,5,7,7,5,3,3,6,7,4,6
78,R_1d6p3q0RMxqvQoQ,R_1d6p3q0RMxqvQoQ,370,jz6VWYiJmx,7,NA,NA,3,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,NA,NA,NA,NA,4,5,NA,4,NA,3,NA,5,NA,3,NA,5,NA,NA,5,NA,NA,5,NA,2,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,NA,NA,5,NA,3,3,NA,5,3,5,4,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,Less experienced,I was less skilled than most people,8,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,33,Male,Other,trout,"Yes, I spoke English and these other languages growing up:",chinese,NA,NA,NA,1,ad43|ad35|ad37|ad48|ad27|ad19|ad57|ad67|ad74|ad78|catch1|ad21|ad40|ad20|ad49|ad77|ad33|ad31|ad08|ad03|ad72|catch2|ad69|ad75|ad04|ad29|ad45|ad26,2,missed rating catch,ad43,ad35,ad37,ad48,ad27,ad19,ad57,ad67,ad74,ad78,ad21,ad40,ad20,ad49,ad77,ad33,ad31,ad08,ad03,ad72,ad69,ad75,ad04,ad29,ad45,ad26,5,3,5,3,5,5,5,3,3,3,3,5,5,3,5,5,3,4,3,5,5,3,3,4,2,4
270,R_1dEOCtgvfwYvv5p,R_1dEOCtgvfwYvv5p,1234,hFbcziRzHg,0,5,NA,6,NA,NA,NA,NA,NA,NA,6,5,7,NA,5,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,7,6,6,NA,5,NA,NA,NA,6,NA,NA,NA,NA,3,NA,5,NA,NA,NA,NA,3,NA,6,7,NA,NA,NA,NA,6,NA,5,3,7,NA,NA,6,6,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,I never play word-finding games,Less experienced,I was less skilled than most people,3,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,47,Male,Other,trout,"Yes, I only spoke English growing up",NA,failed to comprehend how to select ,comprehension of given instructions,none,1,ad65|ad37|ad44|ad29|ad14|ad52|ad60|ad67|ad01|ad21|catch1|ad03|ad31|ad49|ad57|ad64|ad61|ad42|ad59|ad51|ad10|catch2|ad17|ad30|ad12|ad33|ad70|ad11,NA,NA,ad65,ad37,ad44,ad29,ad14,ad52,ad60,ad67,ad01,ad21,ad03,ad31,ad49,ad57,ad64,ad61,ad42,ad59,ad51,ad10,ad17,ad30,ad12,ad33,ad70,ad11,6,6,5,7,5,7,3,7,5,6,6,6,3,6,6,7,3,5,6,6,7,6,7,5,7,5
173,R_1dFfviTrtGBVPLp,R_1dFfviTrtGBVPLp,735,gqXMikEhf,12,NA,NA,6,NA,5,NA,NA,NA,5,6,NA,NA,6,5,NA,NA,NA,7,NA,NA,NA,5,5,NA,5,NA,NA,1,NA,4,NA,NA,NA,7,NA,5,NA,6,4,NA,NA,NA,NA,2,NA,6,NA,5,NA,NA,NA,7,6,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Within the last 6 months,Within the last year,A few times a year,Less experienced,I was as skilled as most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,28,Female,Other,trout,"Yes, I only spoke English growing up",NA,no,how people process word scramble games,NA,1,ad36|ad13|ad72|ad52|ad14|ad59|ad38|ad34|ad23|ad10|catch1|ad05|ad46|ad28|ad22|ad53|ad25|ad18|ad03|ad56|ad67|catch2|ad30|ad68|ad48|ad09|ad39|ad44,NA,NA,ad36,ad13,ad72,ad52,ad14,ad59,ad38,ad34,ad23,ad10,ad05,ad46,ad28,ad22,ad53,ad25,ad18,ad03,ad56,ad67,ad30,ad68,ad48,ad09,ad39,ad44,5,6,6,7,5,5,6,7,5,6,5,6,1,5,6,5,7,6,5,5,4,5,5,5,4,2
230,R_1dKqaS8A4RTdiyF,R_1dKqaS8A4RTdiyF,1731,5StCwtsCZi,6,5,NA,6,NA,NA,NA,NA,NA,3,7,NA,NA,NA,NA,NA,3,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7,5,NA,NA,NA,NA,6,7,7,NA,NA,NA,NA,NA,5,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,7,NA,7,7,NA,7,NA,NA,1,6,NA,5,NA,NA,6,7,NA,4,4,1,"Yes, I've played some version of this game before",Within the last year,Within the last year,A few times a year,As experienced,I was less skilled than most people,5,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,45,Male,Other,trout,"Yes, I only spoke English growing up",NA,no,judging advice,NA,1,ad28|ad46|ad65|ad18|ad31|ad62|ad38|ad71|ad01|ad44|catch1|ad30|ad16|ad76|ad73|ad67|ad77|ad37|ad57|ad70|ad36|catch2|ad49|ad17|ad09|ad03|ad64|ad10,NA,NA,ad28,ad46,ad65,ad18,ad31,ad62,ad38,ad71,ad01,ad44,ad30,ad16,ad76,ad73,ad67,ad77,ad37,ad57,ad70,ad36,ad49,ad17,ad09,ad03,ad64,ad10,2,7,7,6,5,7,7,6,5,5,7,3,6,5,7,7,7,6,1,6,7,7,3,6,7,7
135,R_1DLK42t3QqXvTMd,R_1DLK42t3QqXvTMd,558,6heT5zI0Zk,5,NA,5,7,NA,6,NA,NA,6,NA,NA,NA,NA,1,NA,2,6,NA,NA,NA,NA,NA,6,2,6,NA,NA,5,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,7,4,5,NA,NA,7,4,NA,NA,NA,7,NA,6,NA,7,NA,5,NA,4,4,1,"Yes, I've played some version of this game before",Within the last month,More than 5 years ago,Less than once a year,As experienced,I was as skilled as most people,4,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,39,Male,Other,trout,"Yes, I only spoke English growing up",NA,no,How people perceive the tips and hints given by others. ,NA,1,ad03|ad02|ad73|ad61|ad08|ad67|ad48|ad62|ad15|ad13|catch1|ad24|ad27|ad05|ad71|ad29|ad58|ad75|ad23|ad46|ad77|catch2|ad45|ad63|ad16|ad22|ad66|ad30,NA,NA,ad03,ad02,ad73,ad61,ad08,ad67,ad48,ad62,ad15,ad13,ad24,ad27,ad05,ad71,ad29,ad58,ad75,ad23,ad46,ad77,ad45,ad63,ad16,ad22,ad66,ad30,7,5,6,7,6,4,5,4,2,1,6,5,6,7,7,4,7,2,6,5,1,5,6,6,7,5
72,R_1dN3z2Lg0Re6tlN,R_1dN3z2Lg0Re6tlN,955,uPuH8HPZu,0,NA,NA,NA,NA,NA,NA,7,NA,NA,7,2,NA,7,NA,7,6,NA,4,NA,NA,NA,NA,7,NA,7,NA,NA,NA,6,NA,NA,NA,NA,6,2,3,NA,NA,NA,NA,7,7,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,3,NA,2,NA,NA,6,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,6,4,4,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,Less experienced,I was as skilled as most people,3,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,63,Male,Other,trout,"Yes, I only spoke English growing up",NA,Everything seemed to work just fine.,Just to see how competent people are in solving problems like this.,Interesting to take. Thanks.,1,ad41|ad78|ad16|ad25|ad59|ad56|ad34|ad70|ad45|ad07|catch1|ad23|ad10|ad43|ad18|ad29|ad15|ad64|ad24|ad62|ad54|catch2|ad36|ad42|ad13|ad11|ad57|ad35,NA,NA,ad41,ad78,ad16,ad25,ad59,ad56,ad34,ad70,ad45,ad07,ad23,ad10,ad43,ad18,ad29,ad15,ad64,ad24,ad62,ad54,ad36,ad42,ad13,ad11,ad57,ad35,7,6,6,7,2,7,6,7,7,7,7,7,7,4,6,7,7,0,6,7,3,7,7,2,3,2
12,R_1DP61pN1SfNz4OR,R_1DP61pN1SfNz4OR,417,VMXa7WqHu,7,NA,NA,6,NA,NA,6,6,NA,6,NA,NA,NA,6,NA,NA,6,6,NA,5,NA,6,3,6,NA,NA,NA,NA,NA,6,NA,NA,6,6,NA,NA,NA,6,NA,7,NA,NA,NA,NA,NA,2,6,6,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,6,6,NA,NA,NA,5,NA,6,NA,NA,NA,NA,NA,6,4,4,1,"No, I've never played any version of this game before",NA,NA,A few times a month,As experienced,I was as skilled as most people,8,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,22,Female,Other,trout,"Yes, I only spoke English growing up",NA,no,how fast we are,NA,1,ad60|ad17|ad66|ad29|ad03|ad37|ad46|ad13|ad32|ad07|catch1|ad06|ad47|ad72|ad16|ad19|ad70|ad39|ad33|ad45|ad09|catch2|ad78|ad65|ad22|ad21|ad23|ad51,NA,NA,ad60,ad17,ad66,ad29,ad03,ad37,ad46,ad13,ad32,ad07,ad06,ad47,ad72,ad16,ad19,ad70,ad39,ad33,ad45,ad09,ad78,ad65,ad22,ad21,ad23,ad51,5,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,7,6,2,6,6,6,3,6,6,5
166,R_1ezzjniMZ7wJaZv,R_1ezzjniMZ7wJaZv,1237,OmDnItNpb4,1,NA,NA,NA,NA,NA,6,NA,NA,NA,4,NA,NA,NA,NA,5,4,NA,NA,NA,NA,5,6,4,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,5,4,NA,NA,NA,NA,NA,NA,5,4,4,NA,NA,NA,NA,NA,5,3,NA,NA,5,NA,5,NA,4,NA,4,NA,4,4,NA,5,NA,5,NA,NA,6,NA,4,NA,NA,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Within the last month,More than 5 years ago,Less than once a year,As experienced,I was as skilled as most people,5,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,21,Male,Other,trout,"Yes, I only spoke English growing up",NA,NA,NA,NA,1,ad64|ad33|ad15|ad23|ad36|ad52|ad45|ad22|ad63|ad21|catch1|ad29|ad16|ad68|ad59|ad51|ad55|ad71|ad06|ad44|ad73|catch2|ad35|ad43|ad10|ad57|ad66|ad61,NA,NA,ad64,ad33,ad15,ad23,ad36,ad52,ad45,ad22,ad63,ad21,ad29,ad16,ad68,ad59,ad51,ad55,ad71,ad06,ad44,ad73,ad35,ad43,ad10,ad57,ad66,ad61,4,5,5,4,4,3,4,6,4,5,5,4,5,4,5,5,6,6,4,4,5,5,4,5,5,4
114,R_1f1ljc6JlmyTYrz,R_1f1ljc6JlmyTYrz,909,zvQlunDZJS,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,6,NA,5,NA,NA,4,NA,NA,5,5,5,4,NA,NA,4,NA,NA,5,6,NA,NA,NA,6,NA,NA,NA,5,NA,NA,5,NA,NA,NA,5,NA,NA,4,6,NA,NA,NA,NA,5,4,NA,5,NA,5,NA,5,NA,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,As experienced,I was as skilled as most people,3,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,32,Male,Other,trout,"Yes, I only spoke English growing up",NA,no,how people perceive getting advice of others ,NA,1,ad67|ad16|ad69|ad34|ad53|ad13|ad33|ad24|ad45|ad21|catch1|ad18|ad03|ad27|ad49|ad58|ad12|ad25|ad65|ad30|ad63|catch2|ad61|ad38|ad26|ad42|ad52|ad59,NA,NA,ad67,ad16,ad69,ad34,ad53,ad13,ad33,ad24,ad45,ad21,ad18,ad03,ad27,ad49,ad58,ad12,ad25,ad65,ad30,ad63,ad61,ad38,ad26,ad42,ad52,ad59,6,6,5,6,6,4,5,5,5,4,5,3,4,5,5,7,5,5,4,5,5,6,5,5,4,4
184,R_1F2Nhfbh7ZxvEKl,R_1F2Nhfbh7ZxvEKl,1465,kjUPJWNSNx,9,NA,NA,NA,4,5,4,4,4,NA,NA,NA,NA,5,NA,NA,4,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,3,5,5,5,NA,NA,NA,NA,NA,4,NA,7,4,7,NA,NA,NA,NA,NA,3,4,4,7,NA,NA,NA,NA,7,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,4,4,4,1,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,A few times a year,As experienced,I was as skilled as most people,5,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,27,Male,Other,TROUT,"Yes, I spoke English and these other languages growing up:",SPANISH,NO,unsure / ,Thank you,1,ad41|ad49|ad78|ad51|ad23|ad06|ad43|ad16|ad61|ad60|catch1|ad40|ad72|ad59|ad31|ad67|ad08|ad62|ad52|ad07|ad42|catch2|ad13|ad53|ad18|ad36|ad04|ad05,NA,NA,ad41,ad49,ad78,ad51,ad23,ad06,ad43,ad16,ad61,ad60,ad40,ad72,ad59,ad31,ad67,ad08,ad62,ad52,ad07,ad42,ad13,ad53,ad18,ad36,ad04,ad05,5,4,4,7,5,4,5,4,4,4,3,5,3,5,7,4,7,4,4,5,5,7,5,5,4,5
301,R_1f2VlO9Tk0n3ipG,R_1f2VlO9Tk0n3ipG,722,kHkxxsDDP,13,NA,NA,5,NA,5,6,NA,5,NA,5,NA,5,NA,6,NA,NA,6,NA,NA,NA,NA,5,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,NA,5,4,NA,NA,6,NA,5,NA,NA,6,NA,NA,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,NA,NA,6,4,NA,NA,4,NA,NA,4,NA,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,As experienced,I was as skilled as most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,32,Male,Other,trout,"Yes, I only spoke English growing up",NA,no,tips,NA,1,ad08|ad69|ad25|ad26|ad53|ad44|ad05|ad64|ad45|ad50|catch1|ad38|ad06|ad40|ad61|ad73|ad48|ad23|ad10|ad14|ad22|catch2|ad17|ad03|ad58|ad76|ad12|ad70,NA,NA,ad08,ad69,ad25,ad26,ad53,ad44,ad05,ad64,ad45,ad50,ad38,ad06,ad40,ad61,ad73,ad48,ad23,ad10,ad14,ad22,ad17,ad03,ad58,ad76,ad12,ad70,5,6,5,5,6,5,5,5,4,5,5,6,6,6,4,6,5,5,6,5,6,5,5,4,5,4
177,R_1F38GbK5s4KLXor,R_1F38GbK5s4KLXor,890,rx9RWcMMNd,2,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,7,NA,NA,6,NA,6,NA,7,6,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,6,NA,5,NA,6,NA,NA,NA,NA,6,6,NA,4,NA,6,NA,NA,6,NA,NA,NA,6,6,NA,6,NA,NA,NA,6,6,6,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,6,4,4,1,"No, I've never played any version of this game before",NA,NA,A few times a year,Less experienced,I was less skilled than most people,2,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,29,Male,Other,trout,"Yes, I only spoke English growing up",NA,The pages loaded very slowly towards the end of the survey. ,To test individual ability with word puzzles.,NA,1,ad12|ad15|ad37|ad06|ad57|ad45|ad35|ad19|ad66|ad63|catch1|ad78|ad42|ad17|ad65|ad33|ad29|ad75|ad50|ad61|ad55|catch2|ad20|ad62|ad43|ad54|ad21|ad47,NA,NA,ad12,ad15,ad37,ad06,ad57,ad45,ad35,ad19,ad66,ad63,ad78,ad42,ad17,ad65,ad33,ad29,ad75,ad50,ad61,ad55,ad20,ad62,ad43,ad54,ad21,ad47,7,6,6,6,6,4,5,7,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6
