condition,advisor,participant,Answer.surveycode,Finished,Q_TotalDuration,iud_c,advc_i_t_3,adv_t_3,hjt_c,ypl_c,sqt_c,jfm_c,lnc_c,Prev.Games_1,Prev.Games_2,Prev.Games_3,Prev.Games_3_TEXT,Prev.Games_4,Play.Rate,PlayHistor,adv_skl,adv_comp,adv_help_hyp,adv_eff_hyp,adv_help,adv_eff_1,Subjec.Exp,SubjSkill,avg_perf_1_TEXT,adv_perf_1_TEXT,input,input_TEXT,browser,age,gender,randomized_order,Exclude,Exclude_why,baseline,advisor_pid,advisor_start.date,advisor_ResponseID,advisor_duration,advisor_browser_meta,advisor_consent_t_3,advisor_Intro_t_3,advisor_Line_t_3,advisor_Line2_c,advisor_Practice_c,advisor_itz_c,advisor_iud_c,advisor_hjt_c,advisor_ypl_c,advisor_sqt_c,advisor_yto_c,advisor_jfm_c,advisor_kte_c,advisor_bga_c,advisor_lnc_c,advisor_board_mean,advisor_board_median,advisor_adv_inst_t_3,advisor_advice,advisor_advice_t_3,advisor_subexp,advisor_subskill,advisor_input,advisor_browser_report,advisor_avg_perf,advisor_adv_eff_1,advisor_age,advisor_gender,advisor_vision,advisor_language,advisor_language2,StudyGuess.y,Comments.y,advisor_board_order,advisor_b1,advisor_b2,advisor_b3,advisor_b4,advisor_b5,advisor_b6,advisor_b7,advisor_b8,advisor_b9,advisor_b10,advisor_s1,advisor_s2,advisor_s3,advisor_s4,advisor_s5,advisor_s6,advisor_s7,advisor_s8,advisor_s9,advisor_s10,baseline
treatment,ap61,1664,R_1laATMw4W79MlvE,1,880,107.875,16.651,13.478,97.72,43.6,34.231,66.737,30.551,NA,NA,NA,NA,1,NA,NA,2,2,,,5,43,1,1,50,40,mouse,NA,Google Chrome,34,Female,adv_header|ap61|adv_t|Q151,NA,NA,107.875,63,42289.78542,R_2zD68Q5HBF7WTwk,1115,Firefox,5.034,15.395,4.645,7.231,13.7,33.348,65.718,24.664,96.911,25.191,43.247,60.447,97.66,26.7,152.013,62.5899,51.847,16.378,"Start with the dots that are furthest from each other, then work the shortest distance and alternate until the end.",46.084,2,2,mouse,Mozilla Firefox,48,52,48,Male,1,1,NA,How people perceive others performance in tasks?,THANK YOU,kte|lnc|hjt|yto|bga|itz|ypl|iud|jfm|sqt,kte_c,lnc_c,hjt_c,yto_c,bga_c,itz_c,ypl_c,iud_c,jfm_c,sqt_c,97.66,152.013,24.664,43.247,26.7,33.348,96.911,65.718,60.447,25.191,107.875
control,ap00,2619,R_NUXJ5RmJHv1JDjj,1,1284,107.992,,,116.819,92.8,126.168,65.701,121.741,NA,NA,NA,NA,1,NA,NA,,,6,70,,,2,2,120,,mouse,NA,Google Chrome,42,Male,,NA,NA,107.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
control,ap00,2343,R_1pzXfHl7gyBOQ6w,1,639,108.3,,,45.005,39.481,45.588,48.68,44.005,NA,NA,NA,NA,1,NA,NA,,,3,46,,,2,3,60,,mouse,NA,Mozilla Firefox,24,Male,,NA,NA,108.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap38,1777,R_yjrto6x4s789q6t,1,1553,108.343,26.785,14.403,300.953,265.142,55.539,39.155,36.007,NA,NA,NA,NA,1,NA,NA,2,2,,,7,100,2,2,180,180,mouse,NA,Google Chrome,29,Female,adv_header|ap38|adv_t|Q151,NA,NA,108.343,61,42289.78542,R_1Cr91kZZLNQKxf4,1466,Chrome,90.205,463.947,9.724,10.56,27.199,33.207,100.589,30.11,46.446,45.4,34.492,22.853,30.84,39.94,87.483,47.136,37.216,16.746,"The way to do well is by process of elimination. Look for obvious paths first, and then go from there.",35.658,1,1,mouse,Google Chrome,30,18,28,Female,1,1,NA,Problem solving!,NA,sqt|kte|ypl|itz|hjt|iud|lnc|bga|jfm|yto,sqt_c,kte_c,ypl_c,itz_c,hjt_c,iud_c,lnc_c,bga_c,jfm_c,yto_c,45.4,30.84,46.446,33.207,30.11,100.589,87.483,39.94,22.853,34.492,108.343
treatment,ap19,495,R_1jUs2BQ7Y0P6vPL,1,916,108.375,16.869,17.455,45.801,27.283,47.681,19.932,54.822,NA,NA,NA,NA,1,NA,NA,2,2,,,3,11,2,2,60,60,mouse,NA,Mozilla Firefox,32,Female,adv_header|ap19|adv_t|Q151,NA,NA,108.375,84,42289.79583,R_1gTQH5QaBRWTOcb,896,Chrome,45.89,18.717,4.895,3.349,18.911,40.069,27.056,32.833,17.4,25.371,22.981,34.173,30.624,54.27,16.5,30.1277,28.84,19.875,"The objective should be to find the pairs of dots that connect in order of decreasing difficulty. That is, connect the two dots which are most difficult to connect first, followed by the next most difficult pair of dots to connect, and so on. If a mistake is made, do not worry about undoing it. Just continue with the next correct action as connecting two dots over an existing path will overwrite any previous paths.",207.431,1,1,mouse,Google Chrome,30,50,30,Male,1,1,NA,I think this study may have been about learning about forming strategies in games.,None,bga|sqt|jfm|hjt|iud|kte|yto|lnc|ypl|itz,bga_c,sqt_c,jfm_c,hjt_c,iud_c,kte_c,yto_c,lnc_c,ypl_c,itz_c,54.27,25.371,34.173,32.833,27.056,30.624,22.981,16.5,17.4,40.069,108.375
treatment,ap43,224,R_1jSWgwoYHybIRPA,1,752,108.405,19.59,14.91,42.383,35.757,40.982,43.749,30.959,NA,NA,NA,NA,1,NA,NA,2,2,,,3,30,1,1,45,45,mouse,NA,Mozilla Firefox,52,Female,adv_header|ap43|adv_t|Q151,NA,NA,108.405,40,42289.78403,R_3g1SsPawycgzfmt,1094,Firefox,6.964,82.295,5.529,4.279,27.038,24.055,28.034,37.424,50.387,73.768,266.783,34.18,47.16,39.481,33.705,63.4977,38.4525,16.495,"Focus on the shortest links first, then the longest links. The rest will fall into place",25.16,2,2,trackpad,Mozilla Firefox,30,0,24,Female,1,1,NA,skill at puzzles, ,yto|ypl|lnc|jfm|sqt|hjt|bga|iud|kte|itz,yto_c,ypl_c,lnc_c,jfm_c,sqt_c,hjt_c,bga_c,iud_c,kte_c,itz_c,266.783,50.387,33.705,34.18,73.768,37.424,39.481,28.034,47.16,24.055,108.405
control,ap00,2544,R_3KvAtqn6qv8NRr3,1,815,108.555,,,82.827,30.411,96.711,34.632,32.247,NA,NA,NA,NA,1,NA,NA,,,7,98,,,1,1,60,,mouse,NA,Mozilla Firefox,37,Female,,NA,NA,108.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
control,ap00,2456,R_1lgj2IYHWpXcaEy,1,714,109.041,,,110,61.55,56.658,64.569,52.019,NA,NA,NA,NA,1,NA,NA,,,5,32,,,1,2,100,,mouse,NA,Google Chrome,35,Male,,NA,NA,109.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap04,1584,R_2VPWdGRNlFjIkL0,1,868,109.236,19.547,16.302,41.25,18.158,31.134,21.599,24.235,NA,NA,NA,NA,1,NA,NA,3,3,,,7,61,2,1,60,20,mouse,NA,Mozilla Firefox,23,Female,adv_header|ap04|adv_t|Q151,NA,NA,109.236,54,42289.78472,R_Wj3gFT8wrtR7hMR,656,Firefox,3.265,1.539,11.016,2.869,18.07,82.451,61.682,18.388,20.786,23.199,36.711,16.487,24.912,18.695,24.174,32.7485,23.6865,16.358,"ALways test the longets routes first, the rest will be easy.",13.659,1,3,mouse,Mozilla Firefox,35,0,31,Male,1,1,NA,skill?,NA,kte|iud|bga|jfm|hjt|itz|yto|sqt|lnc|ypl,kte_c,iud_c,bga_c,jfm_c,hjt_c,itz_c,yto_c,sqt_c,lnc_c,ypl_c,24.912,61.682,18.695,16.487,18.388,82.451,36.711,23.199,24.174,20.786,109.236
treatment,ap05,523,R_2dFGCbXqyGvFBH2,1,1012,109.257,47.145,35.126,42.133,32.789,46.688,33.639,27.7,NA,NA,NA,NA,1,NA,NA,1,1,,,1,0,1,1,40,60,trackpad,NA,Google Chrome,26,Male,adv_header|ap05|adv_t|Q151,NA,NA,109.257,21,42289.78403,R_2ydCHrT6zFQWjc7,588,Chrome,1.859,7.841,4.533,2.245,42.609,19.296,20.746,30.16,16.857,21.876,53.156,28.777,34.18,28.195,13.738,26.6981,25.0355,5.01,Connect the dots with the shortest ling first. Then focus on the dots on the corners. It is easier to work from the inside to the outside.,27.354,1,1,mouse,Google Chrome,26,65,25,Male,1,1,NA,Puzzle solving skills,NA,bga|jfm|ypl|sqt|yto|kte|hjt|itz|iud|lnc,bga_c,jfm_c,ypl_c,sqt_c,yto_c,kte_c,hjt_c,itz_c,iud_c,lnc_c,28.195,28.777,16.857,21.876,53.156,34.18,30.16,19.296,20.746,13.738,109.257
control,ap00,2461,R_1DCGlwGk8zoN2b1,1,1374,109.373,,,109.032,62.336,67.06,65.886,81.647,NA,NA,NA,NA,1,NA,NA,,,6,72,,,1,1,80,,touchscreen,NA,Mozilla Firefox,38,Male,,NA,NA,109.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap19,799,R_1kLAaGOAfEmZMoV,1,911,109.558,25.357,25.079,63.344,61.235,32.929,29.846,111.952,NA,NA,NA,NA,1,NA,NA,3,3,,,5,65,1,1,23,20,mouse,NA,Google Chrome,34,Female,adv_header|ap19|adv_t|Q151,NA,NA,109.558,84,42289.79583,R_1gTQH5QaBRWTOcb,896,Chrome,45.89,18.717,4.895,3.349,18.911,40.069,27.056,32.833,17.4,25.371,22.981,34.173,30.624,54.27,16.5,30.1277,28.84,19.875,"The objective should be to find the pairs of dots that connect in order of decreasing difficulty. That is, connect the two dots which are most difficult to connect first, followed by the next most difficult pair of dots to connect, and so on. If a mistake is made, do not worry about undoing it. Just continue with the next correct action as connecting two dots over an existing path will overwrite any previous paths.",207.431,1,1,mouse,Google Chrome,30,50,30,Male,1,1,NA,I think this study may have been about learning about forming strategies in games.,None,bga|sqt|jfm|hjt|iud|kte|yto|lnc|ypl|itz,bga_c,sqt_c,jfm_c,hjt_c,iud_c,kte_c,yto_c,lnc_c,ypl_c,itz_c,54.27,25.371,34.173,32.833,27.056,30.624,22.981,16.5,17.4,40.069,109.558
treatment,ap44,67,R_3QLxblKLKSaRrPI,1,812,109.92,16.813,16.982,35.015,25.912,210.251,17.448,34.648,NA,NA,NA,NA,1,NA,NA,3,3,,,6,94,1,1,25,15,mouse,NA,Google Chrome,44,Female,adv_header|ap44|adv_t|Q151,NA,NA,109.92,6,42289.78333,R_3Rx9n8Tz9mXBoC6,1089,Chrome,29.339,22.649,9.868,6.156,33.564,52.506,54.463,44.724,27.656,37.281,127.224,36.411,39.962,24.504,35.781,48.0512,38.6215,70.117,"I  would start by linking the dots that are closest together on the board and then moving outward to the dots that are farther apart, in this way you avoid intersecting lines when you are linking the colors.",63.677,1,1,trackpad,Google Chrome,35,59,28,Female,1,1,NA,I'm not sure.,NA,kte|yto|iud|itz|ypl|hjt|sqt|jfm|lnc|bga,kte_c,yto_c,iud_c,itz_c,ypl_c,hjt_c,sqt_c,jfm_c,lnc_c,bga_c,39.962,127.224,54.463,52.506,27.656,44.724,37.281,36.411,35.781,24.504,109.92
treatment,ap02,576,R_cD4tS053H9me4xP,1,808,109.942,17.042,14.426,80.955,55.295,41.272,29.53,35.79,NA,NA,NA,NA,1,NA,NA,1,1,,,2,11,1,1,50,50,trackpad,NA,Google Chrome,35,Prefer not to answer,adv_header|ap02|adv_t|Q151,NA,NA,109.942,1,42289.78333,R_1C3BDSKrTvEeo6w,774,Chrome,2.186,12.041,13.281,1.811,157.437,25.515,30.897,40.517,50.01,15.082,27.397,16.864,17.447,17.259,15.669,25.6657,21.481,44.143,I would move the balls that are furthest away from each other first. I would also go for the ones near the corner or edges. ,25.409,2,2,mouse,Google Chrome,40,53,24,Male,1,1,NA,People's problem solving skills. Logical problem solving. ,NA,hjt|itz|lnc|kte|yto|sqt|jfm|iud|bga|ypl,hjt_c,itz_c,lnc_c,kte_c,yto_c,sqt_c,jfm_c,iud_c,bga_c,ypl_c,40.517,25.515,15.669,17.447,27.397,15.082,16.864,30.897,17.259,50.01,109.942
control,ap00,2549,R_eV7Q81wguyd6mFH,1,1046,109.943,,,66.08,57.799,40.76,36.538,71.882,NA,NA,NA,NA,1,NA,NA,,,7,100,,,1,2,90,,touchscreen,NA,Mozilla Firefox,34,Female,,NA,NA,109.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap57,1517,R_1FEZ2td5yq6KDfQ,1,1337,110.166,96.069,14.87,270.37,40.721,38.225,18.384,65.836,NA,NA,NA,NA,1,NA,NA,2,2,,,1,0,2,2,49,49,mouse,NA,Google Chrome,20,Female,adv_header|ap57|adv_t|Q151,NA,NA,110.166,52,42289.78403,R_3QY2ZdNReyqM7Qq,1658,Firefox,18.28,40.944,10.741,10.062,93.127,63.479,45.733,130.362,69.087,31.293,69.527,36.567,34.095,52.727,39.807,57.2677,49.23,26.91,"I found it helps to figure out the outer paths first. As you go along the path, try to check the other color dots to be sure that you're not blocking paths for them.",116.878,1,1,mouse,Mozilla Firefox,60,40,50,Female,1,1,NA,I enjoyed it a lot! Fun game! I would like to play some more!,Great HIT. Thanks!,itz|hjt|ypl|kte|jfm|bga|yto|sqt|lnc|iud,itz_c,hjt_c,ypl_c,kte_c,jfm_c,bga_c,yto_c,sqt_c,lnc_c,iud_c,63.479,130.362,69.087,34.095,36.567,52.727,69.527,31.293,39.807,45.733,110.166
treatment,ap55,634,R_2cw2cXt18n1BBO3,1,831,110.236,21.413,14.604,35.576,59.296,47.19,55.266,33.575,NA,NA,NA,NA,1,NA,NA,2,2,,,3,38,1,1,40,35,mouse,NA,Mozilla Firefox,35,Male,adv_header|ap55|adv_t|Q151,NA,NA,110.236,19,42289.78403,R_1FDjnsJGHexfhO1,1462,Chrome,10.108,264.402,6.678,4.985,68.241,92.6,65.885,29.93,157.225,48.87,42.734,31.01,48.291,20.569,33.415,57.0529,45.5125,25.09,Find the two same color dots that are furthest apart and work out the path for them. Then the next two furthest apart etc. Remember once you've made a line it is easily rearranged by clicking on it and dragging it.,79.619,1,1,mouse,Google Chrome,45,67,53,Male,1,1,NA,Decision making. Abstract thought.,Very fun. Thank you,iud|itz|bga|ypl|hjt|jfm|yto|kte|lnc|sqt,iud_c,itz_c,bga_c,ypl_c,hjt_c,jfm_c,yto_c,kte_c,lnc_c,sqt_c,65.885,92.6,20.569,157.225,29.93,31.01,42.734,48.291,33.415,48.87,110.236
control,ap00,2229,R_1okkzaLbaBpm1cn,1,1147,110.4,,,207.254,42.233,61.389,33.032,83.99,NA,NA,NA,NA,1,NA,NA,,,5,20,,,1,1,60,,touchscreen,NA,Google Chrome,54,Female,,NA,NA,110.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
control,ap00,2253,R_2QQB6fTSFfDii7p,1,595,110.829,,,47.098,29.982,41.89,25.05,24.659,NA,NA,NA,NA,1,NA,NA,,,4,19,,,1,2,55,,mouse,NA,Google Chrome,34,Female,,NA,NA,110.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap46,1225,R_BxnzmV2HH0VCrCh,1,915,110.937,16.815,13.478,64.882,92.505,103.356,86.97,29.733,NA,NA,NA,NA,1,NA,NA,2,2,,,5,40,2,2,60,45,mouse,NA,Google Chrome,30,Female,adv_header|ap46|adv_t|Q151,NA,NA,110.937,82,42289.79583,R_2AQioZTYZQIpQdW,914,Chrome,25.548,9.96,5.588,4.747,34.93,47.423,42.126,75.724,54.011,33.827,39.476,34.777,20.904,35.35,83.282,46.69,40.801,27.499,Take your time and think things through. Do not rush through the game it's okay to make mistakes as long as you can quickly adjust them. Be calm don't get frustrated and you will do great.,54.525,1,1,trackpad,Google Chrome,30,79,21,Male,1,1,NA,How fast people can solve problems.,NA,ypl|sqt|bga|iud|lnc|itz|kte|hjt|yto|jfm,ypl_c,sqt_c,bga_c,iud_c,lnc_c,itz_c,kte_c,hjt_c,yto_c,jfm_c,54.011,33.827,35.35,42.126,83.282,47.423,20.904,75.724,39.476,34.777,110.937
treatment,ap52,944,R_3Eyy9ynPHTVMtas,1,837,111.087,31.542,26.25,36.696,32.367,42.512,38.209,44.608,NA,NA,NA,NA,1,NA,NA,2,3,,,6,70,1,1,30,30,mouse,NA,Google Chrome,33,Female,adv_header|ap52|adv_t|Q151,NA,NA,111.087,31,42289.78403,R_10YERJHAHgZyGyW,1195,Chrome,7.747,19.542,19.678,5.059,23.5,50.428,37.212,44.306,44.961,62.95,51.779,34.158,41.742,28.905,51.27,44.7711,44.6335,20.944,"When you have two colors that look like they will have to cross paths, just make them go opposite ways, or around each other kind of like a clock. Also, the shortest distance between pairs is usually the most likely path. When you start, start with the corners or the edges first.",120.659,1,2,trackpad,Google Chrome,30,45,23,Female,1,3,Bengali,No idea actually,"My internet connection went out on the page before the last one, but I was able to continue. Also I advised the player to play corners and edges first, but I didn't really test out that method myself, so that's probably poor advice...",bga|iud|ypl|kte|lnc|jfm|yto|hjt|sqt|itz,bga_c,iud_c,ypl_c,kte_c,lnc_c,jfm_c,yto_c,hjt_c,sqt_c,itz_c,28.905,37.212,44.961,41.742,51.27,34.158,51.779,44.306,62.95,50.428,111.087
control,ap00,2516,R_3qRuuZ7Owe7gFqN,1,1051,111.131,,,87.336,47.821,79.706,27.03,51.526,NA,NA,NA,NA,1,NA,NA,,,5,23,,,1,2,51,,touchscreen,NA,Mozilla Firefox,38,Male,,NA,NA,111.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
control,ap00,2104,R_1iafIYD0NYFUQFe,1,1566,111.229,,,98.825,81.732,30.882,52.908,72.407,1,NA,NA,NA,NA,2,3,,,7,61,,,2,2,90,,stick,NA,Other,24,Female,,NA,NA,111.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap27,1175,R_31NRQoBvEDAS13r,1,681,111.265,21.418,19.155,49.985,22.547,44.006,46.523,32.454,NA,NA,NA,NA,1,NA,NA,3,2,,,5,72,2,2,50,30,trackpad,NA,Google Chrome,21,Female,adv_header|ap27|adv_t|Q151,NA,NA,111.265,39,42289.78403,R_1msFJj35kBBgglb,1160,Chrome,7.601,28.47,7.281,8.359,27.33,38.446,94.747,30.147,22.572,16.831,65.216,18.243,59.427,15.651,31.988,39.3268,31.0675,23.242,"Always connect the 2 closest dots first and work from there. If you are having trouble thinking of how it should fit together, just start connecting the dots and replace the ones you did incorrectly because it will be easier for you to see what will fit when there aren't as many open spaces left.",88.481,1,1,mouse,Google Chrome,60,100,24,Male,1,1,NA,I think the study was about processing visual images and figuring out path routes.,I thought that was a very fun game. It was cool to see how my times got lower with the more practice I had.,iud|hjt|yto|jfm|itz|ypl|sqt|bga|lnc|kte,iud_c,hjt_c,yto_c,jfm_c,itz_c,ypl_c,sqt_c,bga_c,lnc_c,kte_c,94.747,30.147,65.216,18.243,38.446,22.572,16.831,15.651,31.988,59.427,111.265
control,ap00,2405,R_simXAUWK06EAh5T,1,1236,111.272,,,50.528,34.769,127.512,323.9,55.711,NA,NA,NA,NA,1,NA,NA,,,3,48,,,1,2,100,,mouse,NA,Mozilla Firefox,24,Male,,NA,NA,111.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap42,1755,R_265Ov9fdkxUdwKe,1,1065,111.304,21.229,14.146,95.118,37.255,114.146,30.626,47.893,NA,NA,NA,NA,1,NA,NA,3,3,,,7,86,1,1,30,20,mouse,NA,Safari,51,Female,adv_header|ap42|adv_t|Q151,NA,NA,111.304,95,42289.81319,R_USZF3j7PkAp6PK1,1208,Chrome,190.63,17.809,9.507,4.375,85.855,29.667,87.353,111.514,44.432,35.316,73.366,37.699,29.702,37.748,37.997,52.4794,37.8725,22.12,Start with the ones that will only have one solution possible.,19.53,1,2,trackpad,Google Chrome,50,55,25,Male,1,1,NA,NA,NA,hjt|bga|kte|lnc|iud|sqt|yto|jfm|ypl|itz,hjt_c,bga_c,kte_c,lnc_c,iud_c,sqt_c,yto_c,jfm_c,ypl_c,itz_c,111.514,37.748,29.702,37.997,87.353,35.316,73.366,37.699,44.432,29.667,111.304
treatment,ap22,418,R_XzSJlTLuRqHDWJb,1,976,111.385,21.559,22.589,104.215,23.791,46.37,35.381,76.249,NA,NA,NA,NA,1,NA,NA,2,1,,,2,10,1,2,120,60,trackpad,NA,Google Chrome,22,Female,adv_header|ap22|adv_t|Q151,NA,NA,111.385,71,42289.78819,R_2feYQCfZqwFf0AF,1012,Firefox,7.868,37.315,5.982,4.792,25.063,32.287,33.968,23.987,32.52,22.08,25.903,21.719,42.648,34.64,27.48,29.7232,29.8835,36.851,Start with the the ones that are closest to the edges of the board.  Get the long ones out of the way and then worry about the ones that are close together.  Don't overthink it.  It's not too difficult.,80.113,2,2,mouse,Mozilla Firefox,20,4,34,Female,1,1,NA,not sure,NA,bga|ypl|iud|kte|itz|lnc|yto|hjt|jfm|sqt,bga_c,ypl_c,iud_c,kte_c,itz_c,lnc_c,yto_c,hjt_c,jfm_c,sqt_c,34.64,32.52,33.968,42.648,32.287,27.48,25.903,23.987,21.719,22.08,111.385
treatment,ap15,669,R_2dYee3tC7s1wCnj,1,586,111.497,20.394,17.443,36.347,14,50.224,17.319,14.517,NA,NA,NA,NA,1,NA,NA,2,2,,,5,31,2,2,30,25,mouse,NA,Google Chrome,22,Male,adv_header|ap15|adv_t|Q151,NA,NA,111.497,18,42289.78403,R_qyjKqQTorytBwaZ,857,Firefox,6.762,38.572,6.348,3.208,20.792,30.624,28.624,25.664,23.128,22.408,32.592,25.192,22.792,32.511,36.048,27.9583,27.144,37.656,When completing the board its easiest to make all the small simple connections first and then work your way out to the longer ones.,126.255,2,2,mouse,Mozilla Firefox,29,20,31,Male,1,1,NA,honestly no clue... following directions maybe?,NA,itz|sqt|iud|bga|ypl|lnc|hjt|yto|jfm|kte,itz_c,sqt_c,iud_c,bga_c,ypl_c,lnc_c,hjt_c,yto_c,jfm_c,kte_c,30.624,22.408,28.624,32.511,23.128,36.048,25.664,32.592,25.192,22.792,111.497
control,ap00,2030,R_2D0qPSafI0WIYBF,1,646,111.592,,,41.795,28.103,31.681,37.189,32.926,NA,NA,NA,NA,1,NA,NA,,,7,53,,,2,2,60 seconds,,mouse,NA,Safari,21,Female,,NA,NA,111.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap27,267,R_1rPl6unTH3jyxxs,1,1289,111.661,48.719,43.983,113.143,57.117,73.383,40.427,34.202,NA,NA,NA,NA,1,NA,NA,2,2,,,3,18,1,2,45,43,mouse,NA,Mozilla Firefox,47,Female,adv_header|ap27|adv_t|Q151,NA,NA,111.661,39,42289.78403,R_1msFJj35kBBgglb,1160,Chrome,7.601,28.47,7.281,8.359,27.33,38.446,94.747,30.147,22.572,16.831,65.216,18.243,59.427,15.651,31.988,39.3268,31.0675,23.242,"Always connect the 2 closest dots first and work from there. If you are having trouble thinking of how it should fit together, just start connecting the dots and replace the ones you did incorrectly because it will be easier for you to see what will fit when there aren't as many open spaces left.",88.481,1,1,mouse,Google Chrome,60,100,24,Male,1,1,NA,I think the study was about processing visual images and figuring out path routes.,I thought that was a very fun game. It was cool to see how my times got lower with the more practice I had.,iud|hjt|yto|jfm|itz|ypl|sqt|bga|lnc|kte,iud_c,hjt_c,yto_c,jfm_c,itz_c,ypl_c,sqt_c,bga_c,lnc_c,kte_c,94.747,30.147,65.216,18.243,38.446,22.572,16.831,15.651,31.988,59.427,111.661
treatment,ap57,812,R_bNGfTHubDaJRqIp,1,819,111.682,17.192,13.746,89.17,35.906,89.39,29.888,33.879,NA,NA,NA,NA,1,NA,NA,2,2,,,5,50,1,2,50,75,trackpad,NA,Mozilla Firefox,27,Female,adv_header|ap57|adv_t|Q151,NA,NA,111.682,52,42289.78403,R_3QY2ZdNReyqM7Qq,1658,Firefox,18.28,40.944,10.741,10.062,93.127,63.479,45.733,130.362,69.087,31.293,69.527,36.567,34.095,52.727,39.807,57.2677,49.23,26.91,"I found it helps to figure out the outer paths first. As you go along the path, try to check the other color dots to be sure that you're not blocking paths for them.",116.878,1,1,mouse,Mozilla Firefox,60,40,50,Female,1,1,NA,I enjoyed it a lot! Fun game! I would like to play some more!,Great HIT. Thanks!,itz|hjt|ypl|kte|jfm|bga|yto|sqt|lnc|iud,itz_c,hjt_c,ypl_c,kte_c,jfm_c,bga_c,yto_c,sqt_c,lnc_c,iud_c,63.479,130.362,69.087,34.095,36.567,52.727,69.527,31.293,39.807,45.733,111.682
treatment,ap32,316,R_9uwoPl6Erl4iuNH,1,1309,111.769,18.571,20.578,165.076,35.822,249.56,36.64,62.53,NA,NA,NA,NA,1,NA,NA,3,2,,,7,81,1,1,48,35,trackpad,NA,Google Chrome,62,Female,adv_header|ap32|adv_t|Q151,NA,NA,111.769,92,42289.80556,R_1PTAuBxcGTJUg0x,900,Chrome,101.717,5.822,3.63,2.509,29.88,36.093,29.548,71.229,41.149,20.539,100.344,32.615,29.257,27.622,34.23,42.2626,33.4225,16.16,Dont try to figure it out all in your head. Go ahead and start connecting immediatly then fix it as you go along ,32.136,2,2,trackpad,Google Chrome,30,65,23,Male,1,1,NA,NA,NA,hjt|lnc|bga|yto|sqt|jfm|iud|itz|ypl|kte,hjt_c,lnc_c,bga_c,yto_c,sqt_c,jfm_c,iud_c,itz_c,ypl_c,kte_c,71.229,34.23,27.622,100.344,20.539,32.615,29.548,36.093,41.149,29.257,111.769
control,ap00,2290,R_50BkTXmHCAp4wZr,1,573,111.928,,,28.861,27.701,35.162,27.683,35.155,NA,NA,NA,NA,1,NA,NA,,,4,22,,,1,2,40,,mouse,NA,Google Chrome,24,Male,,NA,NA,111.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap05,235,R_3jZnSuBmsOpP9X4,1,926,112.062,17.118,14.122,42.467,52.544,38.31,23.645,76.099,NA,NA,NA,NA,1,NA,NA,2,2,,,6,40,1,1,40,35,trackpad,NA,Mozilla Firefox,42,Female,adv_header|ap05|adv_t|Q151,NA,NA,112.062,21,42289.78403,R_2ydCHrT6zFQWjc7,588,Chrome,1.859,7.841,4.533,2.245,42.609,19.296,20.746,30.16,16.857,21.876,53.156,28.777,34.18,28.195,13.738,26.6981,25.0355,5.01,Connect the dots with the shortest ling first. Then focus on the dots on the corners. It is easier to work from the inside to the outside.,27.354,1,1,mouse,Google Chrome,26,65,25,Male,1,1,NA,Puzzle solving skills,NA,bga|jfm|ypl|sqt|yto|kte|hjt|itz|iud|lnc,bga_c,jfm_c,ypl_c,sqt_c,yto_c,kte_c,hjt_c,itz_c,iud_c,lnc_c,28.195,28.777,16.857,21.876,53.156,34.18,30.16,19.296,20.746,13.738,112.062
control,ap00,2275,R_3Eg6RGfzxICCT3I,1,812,112.142,,,79.897,38.906,36.275,23.369,53.392,NA,NA,NA,NA,1,NA,NA,,,2,0,,,2,2,30,,touchscreen,NA,Google Chrome,40,Female,,NA,NA,112.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
