participant,Progress,Duration..in.seconds.,Finished,ResponseId,DistributionChannel,UserLanguage,meta_Browser,meta_Version,meta_Operating.System,meta_Resolution,cat_json,eise_json,lnpk_json,mpeh_json,woln_json,demi_json,nwsr_json,prev_exp,prev_last,prev_first,prev_freq,adv_exp,adv_skill,adv_helpf,adv_imp_1,rel_exp,rel_skill,avg_perf_1,adv_perf_1,input,input_7_TEXT,browser,browser_6_TEXT,animals,age,gender,catch,catch_4_TEXT,language,language_3_TEXT,language_2_TEXT,bugreport,hyp,comments,condition,ResponseID,Q_TotalDuration,inst_bar,inst_crab,inst_barb,inst_mat,eise_c,lnpk_c,mpeh_c,woln_c,demi_c,nwsr_c
1287,100,964,TRUE,R_e5kznGVbrdYWT4d,anonymous,EN,Chrome,88.0.4324.190,Windows NT 6.1,1440x900,NhZTJBbgP7,StD1ESFaxW ,0wtO6zC61r ,FQva0YMoC  ,X91bLX2cIQ  ,mLvB0ak1ny  ,a54BexEYtr  ,"No, I've never played any version of this game before",,,A few times a week,They were about as skilled as most people,They were more skilled than me,7 - Extremely helpful,99,I was as experienced as most people,I was as skilled as most people,14,20,"With a computer mouse

",,Google Chrome,,"bear, lion, tiger, dog, cat, snake, crocodile, alligator, fish, whale, raccoon, possum, ",59,Female,Other,orange,"Yes, I only spoke English growing up",,,No,Word games,No,badadvice,R_e5kznGVbrdYWT4d,964,0,1,0,0,5,8,8,11,9,12
1288,100,868,TRUE,R_bjW7FvgiqTcvkUF,anonymous,EN,Firefox,85,Windows NT 10.0,1920x1080,HgWSDZ8yrk,7KDMkoqdRX,7027oC14oS,LLJg4xQrXQ,0SpOG7k3NW,rBNZvhxh8D,y0eljOu7bb,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,They were about as skilled as most people,They were about as skilled as me,5,15,I was as experienced as most people,I was as skilled as most people,8,10,"With a computer mouse

",,Mozilla Firefox,,"Wolf, cat, deer, elephant, giraffe, seahorse, turtle, crocodile, alligator, snake, dog, hamster, guinea pig, crow, bluejay, eagle, hawk, falcon, chickadee, antelope, rhino, hippo, gazelle, lion, tiger, cheetah, jaguar, leopard, serval, ocelot, shark, dolphin, whale",26,Prefer not to answer,Other,orange,"Yes, I only spoke English growing up",,,"Often when I tried to drag through the letters on the word scramble, my mouse would actually drag the letter along as a sort of ghost image and the game would pretty much break. I just had a lot of difficulty getting the games to work right.","I guess to measure a person's perception of how good they are at a game based on certain factors, such as the kind of advice they are given.",,badadvice,R_bjW7FvgiqTcvkUF,868,1,0,0,0,8,12,9,4,8,6
1289,100,786,TRUE,R_31Xkzi9qq3RhdZI,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,w3ThWlEpiL ,NPMX0kRqn,B43vou8xY ,4RGPtzMQNW ,FUKxDMNl4f,1zz7RxNXBi,fFpI8rBLVY,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,A few times a month,They were about as skilled as most people,They were about as skilled as me,5,32,I was as experienced as most people,I was as skilled as most people,20,22,"With a computer mouse

",,Google Chrome,,"dog, cat, rat, mouse, horse, elephant, bird, tiger, lion, cow, pig, chicken, rooster, goat, sheep, giraffe, bear, whale, walrus, seal, dolphin, fish, koala, kangaroo, snake, bat, jaguar, cheetah, flamingo, leopard, panda,",50,Female,Other,orange,"Yes, I only spoke English growing up",,,,Quick thinking,,goodadvice,R_31Xkzi9qq3RhdZI,786,0,0,0,0,13,15,22,24,21,19
1290,100,765,TRUE,R_1NaCqXIIMEZL44p,anonymous,EN,Chrome,88.0.4324.153,CrOS x86_64 13597.84.0,1366x768,sRCkkE59Ea,EnZQUn6qDq,17zmHOwulw,gU4UIeTzf3,LgummJgTBP,7FenEHasSG,VD9ay14Kz2,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,,,,NA,I was as experienced as most people,I was as skilled as most people,7,,"With a computer mouse

",,Google Chrome,,"tiger, mouse, cat, dog, elephant, bunny, gorilla, lion, cheetah, jaguar, killer whale, dolphin, eagle, squirrel, rabbit, donkey, cow, pig, chicken, sheep, llama, komodo dragon, lizard, hippo, rhino, zebra, ",42,Female,Other,orange,"Yes, I only spoke English growing up",,,No errors,I'm not sure,I would say it's a little difficult to do this with a trackpad because sometimes it told me I had not found a correct word because it didn't quite track where I wanted it to go and couldn't back up to erase.,control,R_1NaCqXIIMEZL44p,765,0,0,0,0,3,6,4,10,12,12
1291,100,883,TRUE,R_bxOlNaWWOciqXdf,anonymous,EN,Chrome,88.0.4324.182,Windows NT 6.3,1920x1080,ZrLGWaCn2I,wJJnfppnCS,ZduBdbZfu,YgznaUjed,PP95Vwb6gD,NbUVoXKcV9,ta2nowdC1M,"Yes, I've played some version of this game before",Within the last month,More than 5 years ago,A few times a year,,,,NA,I was as experienced as most people,I was as skilled as most people,6,,"With a computer mouse

",,Google Chrome,,"cat, rat, dog, pig, chicken, giraffe, cow, lion, wolf, fox, tiger, cougar, elephant, hippo, rhino, monkey, gorilla, snake, ",49,Male,Other,orange,"Yes, I only spoke English growing up",,,None,I really am not sure... maybe to see how we feel we compare with others in doing tasks.,,control,R_bxOlNaWWOciqXdf,883,1,0,0,0,4,3,9,6,9,7
1292,100,884,TRUE,R_2uX8Y2t6iD1pgoT,anonymous,EN,Chrome,88.0.4324.182,Windows NT 6.1,1280x720,IxZ6djiHZ8  ,W1dGeV3QNN  ,meuYbleV6W  ,6b1ocbtaor,S0DvawTEuS  ,lX2OgEM7VS  ,RErCTtYDnh  ,"No, I've never played any version of this game before",,,I never play word-finding games,They were about as skilled as most people,They were about as skilled as me,5,11,I was as experienced as most people,I was as skilled as most people,10,10,"With a computer mouse

",,Google Chrome,,"pig, dog, cat, lion, tiger, bear, porcupine, cow, sheep, boar, deer, coyote, alligator, mink, ",65,Male,Other,orange,"Yes, I only spoke English growing up",,,none,thinking process,no,badadvice,R_2uX8Y2t6iD1pgoT,884,0,0,0,0,4,9,10,10,10,11
1293,100,1130,TRUE,R_2101Ar9Gp2KvDot,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1600x900,PpYFd0IXpX,TOKEOtwLm3,OpjTUTjYGB,j68dQBV9ev,MmBBY79BfG,oMyLMvVi2W,ea3mLSvoF,"No, I've never played any version of this game before",,,A few times a year,,,,NA,I was as experienced as most people,I was as skilled as most people,5,,"With a computer mouse

",,Google Chrome,,"fox, buffalo, bear, cat, dog, guinea pig, rabbit, hen, chicken, wolf, turtle, alligator, walrus, sea lion, shark, whale, gorilla, orangutan, bird, mouse, rat, snake",65,Female,Other,orange,"Yes, I only spoke English growing up",,,Everything worked great! Thank you.,How quickly I can think and see words in random order.,It was a lot of fun. I'm a little competitive -- against myself.,control,R_2101Ar9Gp2KvDot,1130,0,0,0,0,4,8,7,9,5,11
1295,100,1172,TRUE,R_3dFYNXw5dqlBhJP,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1536x864, s0hE2Pd8u,hw1vCziKT  , 5X7LzRvvq7,QSh3Qg9ps,LS07irOZ1,DN9fCpyB7c ,ciEx7B7BIZ,"No, I've never played any version of this game before",,,I never play word-finding games,They were more skilled than most people,They were more skilled than me,4,23,I was less experienced than most people,I was less skilled than most people,10,10,"With a computer mouse

",,Google Chrome,,cat  horse  dog  elephant  monkey  giraffe  tiger  zebra  lion  skunk  raccoon  squirrel  fox  chipmunk  lizard  scorpion  ,68,Female,Other,orange,"Yes, I only spoke English growing up",,,no,This study was about literacy.,,goodadvice,R_3dFYNXw5dqlBhJP,1172,0,0,0,0,2,5,6,7,7,6
1296,100,1197,TRUE,R_1N8Qi8u3Ov4XvD3,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1366x768,WeH5QhMyYD,IFe5mlRaq ,0OoqwrgrsT ,Qgj96tIQDv,iZro6N7nLu ,KYhqSiUQiV ,3mXd0nXJgg ,"No, I've never played any version of this game before",,,A few times a year,,,,NA,I was as experienced as most people,I was as skilled as most people,11,,"With a trackpad

",,Google Chrome,,"cat, dog, elephant, monitor lizard, giraffe, tiger, lion, mouse, elk, deer, goose, mountain lion, cougar, lynx, bobcat, panther, goldfish, tapir, anteater, neilghai, ",56,Male,Other,orange,"Yes, I only spoke English growing up",,,No errors noted.,I have no idea. Vocabulary depth?,I have no additional comments.,control,R_1N8Qi8u3Ov4XvD3,1197,0,0,1,1,2,8,8,8,11,10
1297,100,1022,TRUE,R_2eWGB7PbQc8WMMe,anonymous,EN,Chrome,88.0.4324.150,Macintosh,1440x900,OpxkSvaq0k,bnOdaZxciN,6i5xLU2dXs,mtSYN89dEH,ZlC9CnxiSz,dZFXyH6isE,SkymFRYG,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were more skilled than most people,They were more skilled than me,7 - Extremely helpful,70,I was less experienced than most people,I was less skilled than most people,14,18,"With a trackpad

",,Google Chrome,,"tiger, bear, lion, hippo, elephant, dog, cat, giraffe, goat, deer, elk mouse, rat, snake, moose, ",64,Male,Other,orange,"Yes, I only spoke English growing up",,,"No errors, no glitches","attention, word savvy, quickness",,goodadvice,R_2eWGB7PbQc8WMMe,1022,0,0,0,0,5,8,10,10,13,11
1298,100,904,TRUE,R_2foCoum9GXWIT3k,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1680x1050,Nk6bF4aKC4  ,JLgyjUnCIW,V5ttR4bVO,XlkJS6omc,Dit42CO4P,tIwDbZGO8L,fSebNNnLaU,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were more skilled than most people,They were more skilled than me,6,31,I was less experienced than most people,I was less skilled than most people,8,13,"With a computer mouse

",,Google Chrome,,"Horse, cat, dog, deer, elk, moose, elephant, lion, tiger, cougar, puma, cow, pig, chicken, eagle, crow, r",56,Male,Other,orange,"Yes, I only spoke English growing up",,,None,Not sure,,goodadvice,R_2foCoum9GXWIT3k,904,1,0,0,0,8,3,7,14,11,9
1299,100,900,TRUE,R_1N2j0x6zTpTUWDd,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,uJqcEQ3Zp , juYhySi5mn,mpoU5zw8Ng,8yzPQ4BKZh  , fkgsQs7wf ,FGCDWcxP1L,  DTekTyddiO,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,A few times a year,They were about as skilled as most people,They were about as skilled as me,4,21,I was as experienced as most people,I was as skilled as most people,15,15,"With a trackpad

",,Google Chrome,,"Tiger, Giraffe, Elephant, Monkey, Ape, Pig, Cat, Dog, Bird, Bear, Owl, Otter, Hippo, Snake, ",25,Female,Other,orange,"Yes, I only spoke English growing up",,,no,I enjoyed it,None,badadvice,R_1N2j0x6zTpTUWDd,900,0,0,0,0,13,10,10,18,15,19
1300,100,1568,TRUE,R_2wFt7stTOocky7v,anonymous,EN,Chrome,88.0.4324.192,Macintosh,2880x1620,TBn1gUMzH  ,ZmUe2KV5jY  ,CVXWHuycWv ,CFiMCZkOqb,QY1mdban9r,frNJTia3D,k8Zn6ibbkw,"Yes, I've played some version of this game before",Within the last week,Within the last 6 months,A few times a year,They were more skilled than most people,They were more skilled than me,5,19,I was less experienced than most people,I was less skilled than most people,10,15,"With a computer mouse

",,Google Chrome,,"monkey, donkey, dog, cat, chicken, ox, cow, goose, horse, zebra, swine, pig, sheep, goat, snake, elephant",45,Male,Other,orange,"No, English is not my native language. My native language is:",,Chinese,none,words capacity ,none,goodadvice,R_2wFt7stTOocky7v,1568,1,0,0,0,9,1,6,4,6,8
1301,100,1045,TRUE,R_1DOREBhz9JxZ7LD,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1280x720,Iv98CdSflL,KaW0oiKo0r ,jRIFHsXZbL,MdcGQSpcD1  ,PIUueKJqVi ,16mCWHXMZP,vVUw7Ku3Uw,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,Less than once a year,They were about as skilled as most people,They were more skilled than me,6,2,I was as experienced as most people,I was as skilled as most people,8,10,"With a trackpad

",,Google Chrome,,"dog, cat, fish, chicken, cow, llama, bear, lion, monkey, deer, squirrel, frog, lizard, peacock, flamingo, skunk, shark, whale, dolphin, goldfish, pig, sheep, tiger",31,Female,Other,orange,"Yes, I only spoke English growing up",,,none,Unsure,,goodadvice,R_1DOREBhz9JxZ7LD,1045,1,1,0,0,5,5,5,12,9,9
1302,100,968,TRUE,R_To5BMwcveXVvoIN,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1280x720,6ZWgobXluh  ,S9m1FZSQRp  ,R66i4GM92w ,KsICs4wyr  ,lznZPHKTb ,5sYWXlix8W ,oxTFC6NSzC,"No, I've never played any version of this game before",,,Less than once a year,They were more skilled than most people,They were more skilled than me,7 - Extremely helpful,25,I was as experienced as most people,I was as skilled as most people,12,15,"With a computer mouse

",,Google Chrome,,"cow, rat, cat, squirrel, elephant, human, dog, rabbit, skunk, crow, eagle, hawk, pigeon, possum, opossum, alligator, ferret",40,Male,Other,orange,"Yes, I only spoke English growing up",,,,don't know,,goodadvice,R_To5BMwcveXVvoIN,968,1,0,0,0,6,9,5,11,12,14
1303,100,958,TRUE,R_3qk6FGohecIMyCT,anonymous,EN,Chrome,88.0.4324.153,CrOS x86_64 13597.84.0,1187x667,YxQxIZXCFK,1fN3GKkVcp ,29PHK6Ojz7,utIdrnE2i,zl5SzOG2jM,3WuVUtPtTk,mvJSNX6mdy,"No, I've never played any version of this game before",,,A few times a year,They were about as skilled as most people,They were about as skilled as me,3,10,I was less experienced than most people,I was as skilled as most people,9,9,"With a computer mouse

",,Google Chrome,,"zebra, giraffe, tiger, lion, cougar, ant, dragonfly, falcon, robin, squirrel, fox, rabbit, beaver, hyena, termite",18,Male,Other,orange,"Yes, I only spoke English growing up",,,"I had trouble with my laptop's touchscreen on the test, (the part where I had to spell cat) but afterwards I plugged in a mouse and everything was fine.",Measuring the usefulness of advice and how participants rated themselves compared to others.,,badadvice,R_3qk6FGohecIMyCT,958,1,0,0,0,5,6,7,7,9,11
1304,100,817,TRUE,R_xGANDvaTsPEqgql,anonymous,EN,Safari,14.0.3,Macintosh,2560x1440,XUnbaqGqy,baNEy18qfk,XZRXIDOv7f,Q7e2deUPHq,zCnjry4Xt3,QOeikxHIYi,X8zHBW24dL,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were about as skilled as most people,They were about as skilled as me,2,4,I was as experienced as most people,I was as skilled as most people,10,10,"With a computer mouse

",,Safari,,"Horse
Dog
Cat
Llama
Cheetah
Tiger
Zebra
Elephant
Ant
Bird
Hawk
Eagle
Monkey
Emu,
Wolf,
Groundhog,
Marmot,
Pika,
Squirrel,
 ",37,Male,Other,orange,"Yes, I only spoke English growing up",,,On one of the scrambles the system seemed to freeze a bit until I double selected the word.  I think it was either the 3rd or 4th one.,Improvements due to repetition,,badadvice,R_xGANDvaTsPEqgql,817,1,0,0,0,6,6,5,11,7,12
1305,100,978,TRUE,R_1EXMAmdH4SEj3Z7,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1600x900,Gkh1Vkt03Z,OzeCTSHoVz,5fiDp876yj,vvaPzlyQmC,t9HbQJWdyM,r9qeHwo96I,qfPrgq0EEF,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,,,,NA,I was as experienced as most people,I was as skilled as most people,10,,"With a computer mouse

",,Google Chrome,,"zebra, cat, dog, horse, cow, pig, rhino, giraffe, panther, donkey, llama, goat, sheep, ,wolf, coyote, elephant, monkey, ape, gorilla, ",51,Female,Other,orange,"Yes, I only spoke English growing up",,,No I didn't,if a person gets better with each puzzle or worse,,control,R_1EXMAmdH4SEj3Z7,978,0,0,0,0,16,20,17,15,18,19
1306,100,850,TRUE,R_2QAkN9LV9TDqp1l,anonymous,EN,Chrome,88.0.4324.190,Windows NT 6.3,2560x1440,bfJJBT8BvW,WGulBVCBtu,LwkKfe6oxw,elL0hfEjT,lba9Qo1Zi,xckaDN56G1,O0Qjkyu9oy,"No, I've never played any version of this game before",,,I never play word-finding games,They were about as skilled as most people,They were about as skilled as me,6,30,I was as experienced as most people,I was as skilled as most people,7,9,"With a computer mouse

",,Google Chrome,,"dog, cat, cheetah, giraffe, penguin, mouse, goose, fox, chicken, dinosaur, turtle, goldfish, shark, rabbit, monkey, gorilla, panda, ox, deer",32,Male,Other,orange,"Yes, I spoke English and these other languages growing up:",Vietnamese,,No.,Possibly something to do with a cognitive bias like the Dunner-Kruger effect.,No additional comments.,goodadvice,R_2QAkN9LV9TDqp1l,850,0,0,0,0,8,4,7,9,8,10
1307,100,862,TRUE,R_tWik1hK51wyNFa9,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,4geGxvIDJ7,SW9KxKBTH  ,zWiKU9awyf ,qfcCP6Ooa  ,G0KB2Ofo7C  ,u8EmpJ3FEf  ,DHIdR5DgNQ ,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,They were about as skilled as most people,They were about as skilled as me,2,10,I was as experienced as most people,I was as skilled as most people,6,6,"With a trackpad

",,Google Chrome,,cat dog bird mouse rat kangaroo snake cow pig rooster chicken goat sheep ox squirrel groundhog mole armadillo lizard opossum raccoon horse ,46,Female,Other,orange,"Yes, I only spoke English growing up",,,no,Improvement levels after receiving advice,,badadvice,R_tWik1hK51wyNFa9,862,0,1,0,0,7,8,9,11,14,12
1308,100,863,TRUE,R_1d6QhrGPV4gK1dA,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1536x864,soJBmHGEW,CF7lxsi5Pb,qrkygIzWk,IvF1c0yOqj,liPhkSgtNU,tgXswqMGNu,olb4PwtqWX,"No, I've never played any version of this game before",,,A few times a year,,,,NA,I was as experienced as most people,I was as skilled as most people,10,,"With a computer mouse

",,Google Chrome,,"Rat, chicken, duck, cat, dog, mountain lion, otter, sea lion, lion, tiger, elephant, giraffe, antelope, emu, kangaroo, opposum ",25,Female,Other,orange,"Yes, I only spoke English growing up",,,no,Seeing how people focus,None,control,R_1d6QhrGPV4gK1dA,863,0,1,0,0,8,10,13,16,19,11
1309,100,913,TRUE,R_2fBSTtaojuOfthC,anonymous,EN,Chrome,88.0.4324.192,Macintosh,1280x800,1NIEwIhq51,BPH86wIfPg,VWx4Di7b1S,5VhjjOcQi ,FzxseRxxzl, 17fvrdKNhS  ,0R6zHLU9a,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were about as skilled as most people,They were more skilled than me,7 - Extremely helpful,100,I was less experienced than most people,I was less skilled than most people,12,16,"With a trackpad

",,Google Chrome,,"dog, cat, mouse, rat, zebra, cow, goat, horse, elephant, tiger, lion, buffalo, wilderbeast, giraffe, hamster,",31,Female,Other,orange,"Yes, I only spoke English growing up",,,No,How susceptible people are to advice? ,n/a,goodadvice,R_2fBSTtaojuOfthC,913,1,0,0,0,3,6,8,8,10,11
1310,100,1237,TRUE,R_2pRg3nWS2sFCocY,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,n4pDlcMvUU, WKemDq3YM8  ,HI6cdKnYNS  ,Fe2MTeUTC  ,sIVCCR41HF ,aLojBpPMcm ,IwNvWkr8qU  ,"No, I've never played any version of this game before",,,Less than once a year,,,,NA,I was less experienced than most people,I was less skilled than most people,5,,"With a trackpad

",,Google Chrome,,"cow, horse, tiger. giraffe, alligator, mouse, rate, snake, dog, cat, horse, ra",59,Male,Other,orange,"Yes, I only spoke English growing up",,,no,mental cognizance,"no, thank you",control,R_2pRg3nWS2sFCocY,1237,0,0,0,1,2,3,5,4,4,5
1311,100,932,TRUE,R_9vtSXpN7UfBNeEx,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1366x768,9SpPlkrubV  ,LaCosSrV0F ,6tU7x1Zs,wVUHLCqd2i  ,yL9Zgv9HD ,3nQvIGneJC  ,pQHDSyxzT4  ,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,A few times a month,They were about as skilled as most people,They were about as skilled as me,4,10,I was less experienced than most people,I was as skilled as most people,6,7,"With a computer mouse

",,Google Chrome,,"cat, dog, bird, fish, mammal, tiger, kitten, lion, catfish, tilapa, whale, octopus, sea urchin, snail, slug, butterfly, elephant, bear, polar bear, peacock, snake, worm, beet",31,Female,Other,orange,"Yes, I only spoke English growing up",,,The directions were a little confusing and there was no way to unclick a letter. ,Whether we took advice. idk ,Confusing directions about letter amounts and the way one clicked on letters was glitchy,goodadvice,R_9vtSXpN7UfBNeEx,932,0,0,0,0,10,5,13,8,16,13
1312,100,832,TRUE,R_1N4gGPoch8YC1SS,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,2195x1235,JLobarK4dZ,xmVobJgsCU,MqGKqzG1Z,1Tzb6IE2MT,wyWvUVCeC,Safhc4QEXX,UVYmFjoEgZ  ,"Yes, I've played some version of this game before",Within the last week,Within the last month,Less than once a year,They were more skilled than most people,They were more skilled than me,5,20,I was less experienced than most people,I was less skilled than most people,8,16,"With a computer mouse

",,Google Chrome,,"bear,bat,eagle,tiger,camel,cat,rat,deer,mouse,bird,squirrel,raccoon,possum,rhino,hippo,lion,giraffe,monkey,snake,badger,beaver,fox,lemur,turtle,frog,shark,eel,crab,",38,Male,Other,orange,"Yes, I only spoke English growing up",,,no issues,How advice can improve performance.,,badadvice,R_1N4gGPoch8YC1SS,832,0,0,0,0,6,6,9,8,11,9
1313,100,779,TRUE,R_0VuABvKhudKxqs9,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1280x720,xbbruzvLo ,BleXkpHxd  ,T2Iu3jcaxh  ,3lfYrpCzke  ,kX9bLdKhL  ,oYlbbcpZMK  ,38iOleFZHy,"No, I've never played any version of this game before",,,A few times a month,They were about as skilled as most people,They were about as skilled as me,6,72,I was as experienced as most people,I was as skilled as most people,8,8,"With a trackpad

",,Google Chrome,,"elephant, dog, cat, bird, gorilla, tiger, lion, giraffe, monkey, ",28,Female,Other,orange,"Yes, I only spoke English growing up",,,no,about a game,no,goodadvice,R_0VuABvKhudKxqs9,779,0,0,0,0,9,12,13,11,20,12
1314,100,1312,TRUE,R_1rj30pchsDzEnns,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1920x1080,KEhTKgT17c,iBeiiVq12r ,Pnu67PWy4,OmKJLpINB1,XmP2wGQUt2,dkLvxirfhL,OD05ZnbG3c,I'm not sure,,,Less than once a year,They were more skilled than most people,They were more skilled than me,6,65,I was less experienced than most people,I was as skilled as most people,12,25,"With a computer mouse

",,Google Chrome,,"elephant, rooster, cat aardvark, rhinoceros, eagle, raven, snail, velociraptor, triceratops, tiger, lion, hyena, anteater, skunk, pigeon, gorilla, chimpanzee",33,Male,Other,orange,"Yes, I spoke English and these other languages growing up:",Russian,,"Nope, everything seemed to work as intended.",Perhaps it was attempting to ascertain how receiving the advice would affect participants' subsequent performance in the task.,I immensely enjoyed participating in this study. Good luck with your research.,badadvice,R_1rj30pchsDzEnns,1312,1,0,0,0,8,9,10,15,18,19
1315,100,853,TRUE,R_PtgdFrJQOUrOIpj,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1366x768,Wc0xvot8K, 5HnoIEczYb  ,nu7vPdCZ0d  , H5dg7ckHZQ  , a1FfqUiwKS  ,  U6Q48YSqKQ  ,ngmlnP9pV1  ,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,A few times a year,They were more skilled than most people,They were more skilled than me,7 - Extremely helpful,100,I was as experienced as most people,I was as skilled as most people,6,6,"With a computer mouse

",,Google Chrome,,dog  bunny horse  elephant    tiger   wolf   rat pig    pony   cyote      dolphin    zeb,67,Female,Other,orange,"Yes, I only spoke English growing up",,,no issues,how fast you can find words,,badadvice,R_PtgdFrJQOUrOIpj,853,0,0,0,1,4,7,6,8,6,6
1317,100,1112,TRUE,R_1jJ5EvWm7l5hod3,anonymous,EN,Chrome,88.0.4324.186,CrOS x86_64 13597.94.0,1300x731,awN6WGqs6p,EKCaqZ5ZYI,agdYW49xRS,sd8sZc2y65,ym1urPOuKU,U9QgaLmmyP,ihO7uTjk,"No, I've never played any version of this game before",,,A few times a year,They were about as skilled as most people,They were about as skilled as me,6,48,I was as experienced as most people,I was as skilled as most people,12,12,"With a computer mouse

",,Google Chrome,,fox bear lion tiger rabbit dog cat mouse whale dolphin kangaroo giraffe rhino hippo sea otter polar bear gorilla monkey lemur panda ,28,Female,Other,orange,"Yes, I only spoke English growing up",,,none,maybe thinking about how well others can come up with finding words,,badadvice,R_1jJ5EvWm7l5hod3,1112,0,0,0,0,12,12,14,12,19,10
1318,100,728,TRUE,R_2aPuWJ7Ffj8JQCP,anonymous,EN,Chrome,88.0.4324.150,Windows NT 10.0,1536x864,jk6mHk5Wmu,OxjM4MoKI4 ,1KqxUIZ3eN ,PDeVbjjNSb,zFlzwPmPZ,ruvFqhNfMH,MQpjvkGTy,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 3 years,A few times a year,,,,NA,I was as experienced as most people,I was as skilled as most people,10,,"With a computer mouse

",,Google Chrome,,"cat, dog, pig, horse, lizard, elephant, panda, rhino, tiger, zebra, monkey, lemur, ",20,Female,Other,orange,"Yes, I only spoke English growing up",,,,,,control,R_2aPuWJ7Ffj8JQCP,728,0,0,0,0,11,15,14,15,13,12
1319,100,1344,TRUE,R_YQBQWQneeSN3Gxj,anonymous,EN,Edge,88.0.705.68,Windows NT 10.0,1600x900,3mQLTDhawt,GPZpFbGLD3,Pfer4dC0B,2kbZtphTGO,oSbelzUsr4,TJD2GiXaeu,He76GqnOFl,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,Less than once a year,,,,NA,I was less experienced than most people,I was less skilled than most people,12,,"With a computer mouse

",,Other,Google Edge,"cat, dog, pig, bear, deer, skunk, bird, rat, mouse, fish, amadillo, bobcat, elk, ",46,Female,Other,orange,"Yes, I only spoke English growing up",,,no problems,I'm not sure,,control,R_YQBQWQneeSN3Gxj,1344,1,0,1,0,4,6,7,8,8,10
1320,100,752,TRUE,R_3LcdiPPUrewqjqs,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1280x720,OOYywqoCoy  ,bfm5Egipvl ,1eb4v6OKch  ,eUJndLobLL  ,k8yC8BZtLo  ,h4MVG19buM  ,tK7E5KwbkG  ,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were about as skilled as most people,They were about as skilled as me,5,38,I was as experienced as most people,I was as skilled as most people,20,22,"With a computer mouse

",,Google Chrome,,"dog, cat, bird, lion, tiger, bear, fish, shark, whale, dolphin, rooster, cow, goat, monkey, zebra, penguin, hamster, gerbil, snake, rhino, gorilla, octopus",32,Female,Other,orange,"Yes, I only spoke English growing up",,,none,How people find words in a box.,a bit low pay for the time required to complete the tasks,badadvice,R_3LcdiPPUrewqjqs,752,0,0,0,0,15,22,18,19,20,15
1321,100,1036,TRUE,R_30hQSd05AhOkFuR,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1536x864,wi0Yjrllwu, 4YVgssp7VZ  ,DsvTFWeD0R,UEyT4Qgxb ,q1aBX20QtN,gXxNUSyyfY,6oMqmHQR4,"No, I've never played any version of this game before",,,Less than once a year,They were more skilled than most people,They were more skilled than me,7 - Extremely helpful,20,I was less experienced than most people,I was less skilled than most people,10,20,"With a computer mouse

",,Google Chrome,,"bird, squirrel, bear, rat, otter, dog, cat, rabbit. deer, partridge, bird, weasel, mouse, chipmunk, swan, ",64,Male,Other,orange,"Yes, I spoke English and these other languages growing up:",Swedish,,No errors.  This was a fun survey.,"It might have something to do with perception, for example some people see things one way and others see it another way.  I lifted my gaze above the matrix in order to see possibilities rather than focus on only a few letters.",n/a,goodadvice,R_30hQSd05AhOkFuR,1036,1,1,0,0,12,13,14,13,17,19
