Progress,Duration (in seconds),Finished,ResponseId,t_consent_First Click,t_consent_Last Click,t_consent_Page Submit,t_consent_Click Count,t_landing_First Click,t_landing_Last Click,t_landing_Page Submit,t_landing_Click Count,inst1_t_First Click,inst1_t_Last Click,inst1_t_Page Submit,inst1_t_Click Count,inst2_t_First Click,inst2_t_Last Click,inst2_t_Page Submit,inst2_t_Click Count,cat_t_First Click,cat_t_Last Click,cat_t_Page Submit,cat_t_Click Count,cat_c,eise_t_First Click,eise_t_Last Click,eise_t_Page Submit,eise_t_Click Count,eise_c,lnpk_t_First Click,lnpk_t_Last Click,lnpk_t_Page Submit,lnpk_t_Click Count,lnpk_c,mpeh_t_First Click,mpeh_t_Last Click,mpeh_t_Page Submit,mpeh_t_Click Count,mpeh_c,qual_fr,qual_mc,qual_mc_na,qual_percs_1,qual_percs_2,qual_percs_3,qual_percs_4,qual_percs_5,qual_percs_6,qual_percs_7,qual_percs_8,qual_percs_9,qual_percs_10,qual_slide_1,qual_t_First Click,qual_t_Last Click,qual_t_Page Submit,qual_t_Click Count,qual_expl,prev_exp,prev_last,prev_first,prev_freq,rel_skill,rel_exp,input,input_7_TEXT,age,gender,catch,catch_4_TEXT,language,language_3_TEXT,language_2_TEXT,bugreport,hyp,comments,ResponseID,Q_TotalDuration,inst_bar,inst_crab,inst_barb,inst_mat,hypothetical_DO
100,723,TRUE,R_3oSKKwGwl226DVL,0,0,21.168,0,0,0,6.18,0,0,0,26.797,0,7.831,33.815,38.67,4,42.832,58.493,62.726,2,nyaT8KdYhB,81.024,81.024,83.805,1,k9vhLD7Tg ,73.553,73.553,76.847,1,89D1CyZKCO,73.018,73.018,76.323,1,89D1CyZKCO,,,,7 - Extremely helpful,6,6,5,5,4,4,3,2,1 - Extremely unhelpful,,43.199,69.265,72.073,11,I'm assuming that those who received advise performed better on the task.,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,I was less skilled than most people,I was less experienced than most people,"With a trackpad

",,42,Female,Other,potato,"Yes, I only spoke English growing up",,,I had trouble dragging letters with my touchpad on my laptop.,Confidence in cognitive function.,,R_3oSKKwGwl226DVL,723,0,1,0,0,Q167|qual_percs|qual_t
100,723,TRUE,R_245EEUMIZhxNjap,0,0,10.971,0,0,0,32.217,0,0,0,15.107,0,5.013,25.856,29.214,5,20.821,20.821,23.327,1,hpJzHETRys,72.054,72.054,76.272,1,EBfwTm2za2 ,76.492,76.492,79.977,1, j9VMhdu61X  ,67.355,67.355,71.836,1,c2uRqJWMz ,,,,7 - Extremely helpful,7 - Extremely helpful,7 - Extremely helpful,7 - Extremely helpful,4,3,2,1 - Extremely unhelpful,1 - Extremely unhelpful,1 - Extremely unhelpful,,20.338,29.807,30.633,12,the better they are the better the advice would be,"Yes, I've played some version of this game before",Within the last month,Within the last 6 months,A few times a month,I was as skilled as most people,I was as experienced as most people,"With a trackpad

",,20,Male,Other,potato,"Yes, I only spoke English growing up",,,,word recognition,,R_245EEUMIZhxNjap,723,0,0,0,0,Q167|qual_percs|qual_t
100,724,TRUE,R_31nDFSBiN9TPAkx,0,0,22.217,0,0,0,8.064,0,0,0,32.044,0,17.863,42.383,45.7,4,46.029,47.056,58.313,2,yogIWHbVfE  ,83.634,84.167,88.766,2,hxPws2TWy ,76.556,77.073,83.245,2,npPJQRGg8F ,76.978,77.401,82.016,2,22nlvvY0x9,,,,7 - Extremely helpful,6,5,5,4,3,2,2,2,1 - Extremely unhelpful,,30.304,57.273,60.051,11,The people that did the best would be able to give better advice. The people that scored the worst would not.,"No, I've never played any version of this game before",,,A few times a year,I was less skilled than most people,I was less experienced than most people,"With a trackpad

",,31,Male,Other,potato,"Yes, I only spoke English growing up",,,,To see how fast people could find the words in the game.,,R_31nDFSBiN9TPAkx,724,1,1,0,0,Q167|qual_percs|qual_t
100,724,TRUE,R_2E01FHCkLAkE4q6,0,0,13.303,0,0,0,6.735,0,0,0,31.954,0,9.162,37.147,41.896,4,46.029,54.723,57.333,3,Cqv0keGd26  ,75.213,75.439,78.428,2,0cDKFpOmgq  ,69.775,70.047,74.106,2,eeOcc5CF03  ,70.736,71.017,74.163,2,bHH6fJuUpP  ,,,,6,5,4,3,3,2,2,2,2,1 - Extremely unhelpful,,84.325,106.41,108.501,12,The more advices received the better my results.,"No, I've never played any version of this game before",,,Less than once a year,I was as skilled as most people,I was less experienced than most people,"With a computer mouse

",,38,Male,"Hobbies, favorite sports",,"No, English is not my native language. My native language is:",,"romanian, hungarian",,Subjects reactions and backgrounds on puzzle games.,Interesting. The games too.,R_2E01FHCkLAkE4q6,724,1,0,0,0,Q167|qual_percs|qual_t
100,724,TRUE,R_1H5daepbbRgiX60,38.953,62.199,64.738,2,0,0,4.826,0,11.102,26.932,28.888,2,7.78,29.408,31.425,7,8.03,39.409,43.251,5,8urNhqsqP,4.645,80.537,81.83,4,8urNhqsqP,11.981,83.774,87.338,3,o4oP4dU4PC  ,2.161,77.832,82.993,3,3lb7ytgHep,,,,5,3,2,2,2,2,2,2,2,1 - Extremely unhelpful,,28.43,80.112,81.711,21,I am unsure if any advice would be helpful other than that coming from the above average percentiles.,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,I was less skilled than most people,I was as experienced as most people,"With a trackpad

",,28,Female,Other,potato,"Yes, I only spoke English growing up",,,,Reasoning abilities,,R_1H5daepbbRgiX60,724,0,0,0,0,Q167|qual_percs|qual_t
100,725,TRUE,R_2rAEvgF9yZYRvSC,0,0,27.295,0,0,0,3.998,0,0,0,14.918,0,10.473,32.605,34.457,5,18.135,18.135,19.936,1,oG8acy0L2w  ,70.434,72.186,73.299,2,HEFDn2riZZ  ,71.042,71.042,74.999,1,y5wxkEglO5,133.241,133.441,137.701,2,ywqdiMheJ4,,,,6,6,3,3,2,2,2,1 - Extremely unhelpful,1 - Extremely unhelpful,1 - Extremely unhelpful,,17.393,62.142,66.752,30,People that score highly would have more useful information because they are more successful at the game.,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,Less than once a year,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,27,Female,Other,potato,"Yes, I only spoke English growing up",,,"Sometimes the pointer tracking was off, but I think that has more to do with my mouse than the program.","I have no idea. People's competency regarding word scrambles? Probably not though, considering the percentile questions at the end. ",It was a fun little game.,R_2rAEvgF9yZYRvSC,725,1,0,0,0,Q167|qual_percs|qual_t
100,725,TRUE,R_2uq6ydGYfZecIe7,0,0,8,0,0,0,5.469,0,0,0,25.175,0,14.809,36.029,46.942,4,36.663,36.663,39.787,1,ctER70XIk2  ,82.604,82.604,87.278,1,g1YRxMCvk5  ,73.615,73.615,76.705,1,gjVBxnJXVu  ,75.988,75.988,79.375,1,g1cGywU0jC,,,"It won't matter, because there is no relationship between how well someone plays the game and how well they give advice about the game",,,,,,,,,,,,32.59,32.59,33.769,1,each of us views life or games in our own way. What is easy for one person maybe different for another. The best advice if it cannot be viewed prior to the game is irrelevant anyway.,"Yes, I've played some version of this game before",Within the last month,More than 5 years ago,A few times a month,I was as skilled as most people,I was as experienced as most people,"With a computer mouse

",,51,Female,Other,potato,"Yes, I only spoke English growing up",,,,not sure but do a crossword next...LOL,,R_2uq6ydGYfZecIe7,725,0,0,0,0,Q167|qual_mc_na|qual_t
100,726,TRUE,R_57oUqsJa0CP0AX7,4.957,9.041,10.453,2,0,0,4.495,0,0,0,16.382,0,5.553,35.702,36.763,10,15.551,54.03,61.176,5,Ukt3QTbbry,11.752,88.463,93.031,3,aaVGWOHZX ,6.381,77.039,80.678,3,ylrhmWWgn1  ,2.178,73.294,76.362,3,MGr65I1RCN ,,,The participant who scored the best in the game,,,,,,,,,,,,28.734,28.734,30.693,1,Obviously someone who scored high has a method or strategy.  I wouldn't want advice from someone who did as well as I did and certainly not from someone who did worse.  There's no information to glean from that.,"No, I've never played any version of this game before",,,A few times a year,I was as skilled as most people,I was less experienced than most people,"With a computer mouse

",,44,Female,Other,potato,"Yes, I only spoke English growing up",,,,"This one was hard to figure out.  It's like asking what the board game 'Scrabble"" is testing...how quick or dumb you are up against others?",,R_57oUqsJa0CP0AX7,726,1,0,0,0,Q167|qual_mc_na|qual_t
100,726,TRUE,R_3Ep1NT6wWmo2PzY,6.473,6.473,6.799,1,0,0,1.212,0,0,0,21.627,0,8.901,24.266,25.571,5,13.536,13.536,16.71,1,VEPObcu0iy,65.121,65.121,67.214,1,SLqodSfco5,63.769,65.223,65.555,2,TgwdzkubRj,64.3,65.797,66.229,2,lxyYJhm1f,I don't understand the question. I know nothing other than 100 participants wrote advice so I have no idea which one of those 100 would have the best advice.,,,,,,,,,,,,,,5.853,5.853,104.716,1,"I have no answer because I don't understand the question. I don't have any information on any of the players giving advice, so my options are to make up a fictional person and assume they were one of the players or just pick a number from 1-100. In case of the latter, I'll choose a boggle champion, in case of the former, I'll choose player 55. Neither seems like the kind of response you're looking for though.","Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I never play word-finding games,I was as skilled as most people,I was less experienced than most people,"With a computer mouse

",,26,Male,Other,potato,"Yes, I only spoke English growing up",,,"When selecting diagonal words, sometimes the letters directly next to the letter I intended to select was selected, usually causing the word to be wrong.",Improvement in word games over time,,R_3Ep1NT6wWmo2PzY,726,0,0,0,0,Q167|qual_fr|qual_t
100,727,TRUE,R_3R3lGLsYc7pgu4Y,0,0,19.91,0,0,0,5.31,0,0,0,14.892,0,7.698,28.362,32.673,4,83.151,83.151,91.9,1,mlFmYiOPup  ,92.348,92.348,104.422,1,qCI2hH7SYw,75.752,75.752,83.517,1, xJphr8Whr5  ,76.64,76.64,85.441,1,gynMtVx2EW  ,,,,,,,,,,,,,,99,30.707,30.707,36.832,1,I would ask advice from someone in the 99 percentile since they scored well on the test.,"Yes, I've played some version of this game before",Within the last month,More than 5 years ago,A few times a week,I was as skilled as most people,I was more experienced than most people,"With a trackpad

",,59,Female,Other,potato,"Yes, I only spoke English growing up",,,,"How well people do on timed word scramble tests, and what percentage they fall into.",,R_3R3lGLsYc7pgu4Y,727,0,0,0,0,Q167|qual_slide|qual_t
100,727,TRUE,R_3G8uvNmdlj5lIxK,0,0,13.31,0,3.51,6.8,8.456,2,0,0,77.196,0,5.298,25.513,34.183,4,48.373,60.915,63.386,2,blvwGJfK8h,23.999,75.829,82.522,3,Jrks107TlY,71.449,72.119,73.537,2,dxM2x6zxmX,72.98,72.98,74.54,1,mXmDO6mNYo,,,,,,,,,,,,,,90,48.674,48.674,50.371,1,"I would want to hear from someone who did well, but not too well.  If they did very well I would assume that were just naturally talented and would not have very good advice.","Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,I was as skilled as most people,I was as experienced as most people,"With a trackpad

",,23,Male,Other,potato,"Yes, I only spoke English growing up",,,,IDK,,R_3G8uvNmdlj5lIxK,727,0,0,0,0,Q167|qual_slide|qual_t
100,727,TRUE,R_Y086GSheKU3bXxf,0,0,26.465,0,4.07,4.07,5.484,1,0,0,28.21,0,11.243,27.151,30.836,4,47.639,48.07,51.08,2,jLD9tYNEcr  ,122.586,122.586,126.199,1,sdGGlOLpN  ,16.75,72.385,77.215,3,1ywGRm4k2p  ,74.809,74.809,78.26,1,Zr2EOMuCC  ,The people who scored the highest would give advice that would improve my performance the most.,,,,,,,,,,,,,,18.051,18.051,80.452,1,I think that if someone had a higher score they would give better advice than someone who had a low score. ,"Yes, I've played some version of this game before",Over a year ago,Within the last 5 years,Less than once a year,I was less skilled than most people,I was less experienced than most people,"With a trackpad

",,30,Female,Other,potato,"Yes, I only spoke English growing up",,,,I'm not sure.,,R_Y086GSheKU3bXxf,727,0,0,0,0,Q167|qual_fr|qual_t
100,727,TRUE,R_2rBMN6EP4tNiGyZ,0,0,13.577,0,0,0,5.968,0,0,0,34.72,0,25.863,55.592,59.86,6,50.538,51.302,56.503,2,fmqyVmdj9R,87.862,88.45,96.479,2,2JkXwk2CPF,76.436,76.766,79.711,2,ff0Y0vFZm,74.957,75.483,78.783,2,XOqaZ8S13i,,,,,,,,,,,,,,99,50.891,52.595,53.386,2,You would want advice from the better players.,"No, I've never played any version of this game before",,,Less than once a year,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,33,Male,Other,potato,"Yes, I only spoke English growing up",,,"Sometimes it would ""grab"" the image of a letter and try to drag it.",What words people recognize the quickest.,,R_2rBMN6EP4tNiGyZ,727,1,0,0,0,Q167|qual_slide|qual_t
100,728,TRUE,R_10uD4bL87Impzsz,0,0,21.387,0,0,0,4.035,0,0,0,37.716,0,7.752,32.366,38.79,5,44.36,48.828,72.75,3,XNguKxhj,76.508,77.222,83.367,3,z2RNVatIeQ,72.401,72.662,75.751,2,qUZdZHupVM,68.306,68.608,71.468,2, 5CHSxoTR8R,,The participant who scored the best in the game,,,,,,,,,,,,,26.612,26.612,27.954,1,I would want advice from someone who knew what they were doing. I would want to learn from the best so I can better myself. ,"Yes, I've played some version of this game before",Within the last month,More than 5 years ago,A few times a month,I was as skilled as most people,I was as experienced as most people,"With a computer mouse

",,32,Female,Other,potato,"Yes, I only spoke English growing up",,,"There were glitches in all of the rounds I played. It kept deselecting the letter I wanted and would hop to the next one, then I couldn't reselect it. It wouldn't let me drag one letter to the next and would just show a circle with a line through it no matter which letter I tried to drag to from the previous one. It was always a valid letter I was going to but still it wouldn't let me. It's hard to explain exactly what happened but I was having trouble making words because of it. ",I don't know,,R_10uD4bL87Impzsz,728,0,0,0,0,Q167|qual_mc|qual_t
100,728,TRUE,R_3es1il4kBGUbo7u,0,0,13.154,0,0,0,11.557,0,0,0,24.893,0,9.316,50.108,52.602,7,47.567,58.531,62.669,2,XB0Z8ZfWSL,73.84,73.84,79.422,1,yGiDwoXpN ,70.976,70.976,75.416,1,XloNeo5XY0,70.36,70.36,72.959,1,Hc2IpxYDff  ,relax and it will work for you,,,,,,,,,,,,,,35.731,35.731,52.361,1,"If you relax you  can do better at things , then if you are work up",I'm not sure,,,A few times a year,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,64,Male,Other,potato,"Yes, I only spoke English growing up",,,no,how will can you think under pressure,I like it,R_3es1il4kBGUbo7u,728,0,0,0,0,Q167|qual_fr|qual_t
100,728,TRUE,R_3D0AiEl63jHeeJS,0,0,6.186,0,0,0,4.708,0,0,0,42.565,0,13.866,58.018,62.134,6,44.251,44.395,47.457,2,y5ZvPLUepY  ,83.124,83.316,86.046,2,iZu8BkwPTz  ,69.618,69.738,72.008,2, xBDqqxTfl  ,70.006,71.301,73.572,3,coTgqlbss ,,,,7 - Extremely helpful,5,5,5,5,4,3,3,2,1 - Extremely unhelpful,,46.413,81.428,82.965,11,I will like to have the advice from somebody that did better than from somebody that did worst,"Yes, I've played some version of this game before",Within the last year,Within the last year,A few times a year,I was as skilled as most people,I was less experienced than most people,"With a computer mouse

",,25,Female,Other,potato,"No, English is not my native language. My native language is:",,spanish,,how people work under pressure,,R_3D0AiEl63jHeeJS,728,1,0,1,0,Q167|qual_percs|qual_t
100,729,TRUE,R_3lLY8XLWtrn03sH,23.066,23.066,25.15,1,0,0,4.691,0,22.694,22.694,24.313,1,5.877,41.373,42.511,9,12.775,31.193,33.991,3,50TIcGloI,9.061,85.446,88.524,3,FlBLGEzfb,4.142,79.353,81.726,4,opyD3xcsLE,6.323,76.18,78.743,3,jrrdJsxY0d,,,,7 - Extremely helpful,6,5,4,3,3,3,3,3,2,,35.484,87.74,89.374,18,Even someone who scored in the lower percentiles could provide some useful advice if they now know what they could have done better.,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,A few times a year,I was less skilled than most people,I was as experienced as most people,"With a trackpad

",,48,Female,Other,potato,"Yes, I only spoke English growing up",,,,I'm not sure.,This was one of the most fun studies I've completed on MTurk :-),R_3lLY8XLWtrn03sH,729,1,0,0,0,Q167|qual_percs|qual_t
100,729,TRUE,R_3qguJv4aUadYkGQ,0,0,4.711,0,0,0,4.767,0,0,0,21.345,0,7.088,116.13,116.937,5,37.279,37.853,41.596,2,WjJMYTv5tM  ,71.455,72.004,75.099,2,Gaq5WfRXKJ ,70.754,71.218,75.649,2,VIu2m5aG4r,71.332,71.741,78.325,2,mJSiTl6R2S  ,,,The participant who scored the best in the game,,,,,,,,,,,,16.943,16.943,20.687,1,The most successful participant might be able to explain how she got so many words.,"No, I've never played any version of this game before",,,I never play word-finding games,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,62,Male,Other,potato,"Yes, I spoke English and these other languages growing up:",Chinese,,,Getting data on whether experience in word scrambling was helpful or not.,,R_3qguJv4aUadYkGQ,729,1,0,0,0,Q167|qual_mc_na|qual_t
100,729,TRUE,R_2dye4zqwpJV7Hr0,0,0,6.882,0,0,0,19.318,0,0,0,14.374,0,21.97,43.145,45.186,9,17.855,39.868,40.847,4,REneZ5CbDU,5.131,81.23,82.336,4,MPv76uNuav  ,5.255,79.674,81.706,3,HJCjmqjmxQ  ,8.92,84.741,88.248,4,cPDmTzg6C6  ,It's like boggle.,,,,,,,,,,,,,,40.686,40.686,47.595,1,I've played boggle before.,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,A few times a week,I was as skilled as most people,I was as experienced as most people,"With a trackpad

",,27,Female,Other,potato,"Yes, I only spoke English growing up",,,,how we perceived our ability compared to others,,R_2dye4zqwpJV7Hr0,729,0,0,0,0,Q167|qual_fr|qual_t
100,730,TRUE,R_2dN52StIXbPRpQF,0,0,5.424,0,0,0,190.779,0,0,0,29.087,0,8.08,28.416,31.29,5,33.894,33.894,37.595,1,RUuDiXTO0C,73.098,73.098,76.734,1,2aNNGI4Iki ,72.677,72.677,76.759,1,Ej95FqsZIe ,70.703,70.703,74.309,1,cwxlN8yXkC,,The participant who scored the best in the game,,,,,,,,,,,,,11.521,11.521,18.901,1,The person who did the best in the game would have clues on how to perform the best. ,"Yes, I've played some version of this game before",Within the last week,More than 5 years ago,A few times a week,I was as skilled as most people,I was as experienced as most people,"With a computer mouse

",,55,Female,Other,potato,"Yes, I only spoke English growing up",,,,Playing a word game.,no,R_2dN52StIXbPRpQF,730,0,0,0,0,Q167|qual_mc|qual_t
100,730,TRUE,R_3knYBUMwlp0hsuZ,11.032,11.032,15.199,1,0,0,10.031,0,18.085,19.012,22.652,3,14.501,57.636,59.445,13,2.189,31.025,35.401,3,xJuNzf1u5f ,14.229,91.891,96.565,6,22bghl6it7 ,3.133,87.639,89.137,10,p15FzahDPm  ,3.774,82.362,86.47,14,l4DGSwS6e6  ,,,,1 - Extremely unhelpful,1 - Extremely unhelpful,1 - Extremely unhelpful,1 - Extremely unhelpful,1 - Extremely unhelpful,1 - Extremely unhelpful,1 - Extremely unhelpful,1 - Extremely unhelpful,1 - Extremely unhelpful,1 - Extremely unhelpful,,52.951,78.739,80.904,15,"This was very simple, but just not enough time allowed.  No matter what someone advised, there would not be enough time regardless.","Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,I was as skilled as most people,I was as experienced as most people,"With a trackpad

",,61,Female,Other,potato,"Yes, I only spoke English growing up",,,,Using your brain.  Having fun.  It was great doing the puzzles.,Need more time to solve to make it really fun to do.,R_3knYBUMwlp0hsuZ,730,1,1,0,0,Q167|qual_percs|qual_t
100,731,TRUE,R_eDKj5HuZh12dbwd,0,0,21.854,0,0,0,4.915,0,0,0,26.998,0,14.369,35.801,39.045,4,35.283,35.283,38.989,1,pLpWfsDpJo,79.813,79.813,82.878,1,C1m1OEgi2F,73.51,73.51,77.215,1,dNXhqM2rS,70.204,70.204,72.874,1,m4PywJxeMq,,,,,,,,,,,,,,99,31.08,31.08,32.503,1,People who did better on the puzzle probably have a better strategy that people who did poorly.,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,I was as skilled as most people,I was as experienced as most people,"With a trackpad

",,45,Female,Other,potato,"Yes, I only spoke English growing up",,,"I used the Magic Trackpad on an iMac desktop. This is not quite the same as a trackpad on a laptop. It functions similarly, but far more smoothly, in my experience. Not sure if that matters for your data, or if you see them as the same thing.",Whether people think performance is based more on strategy or innate ability.,,R_eDKj5HuZh12dbwd,731,0,0,0,0,Q167|qual_slide|qual_t
100,732,TRUE,R_3j6Yg30kJoG0iBW,36.474,36.474,37.82,1,0,0,3.635,0,2.938,34.448,35.997,2,4.592,42.927,43.883,12,29.882,49.192,50.873,3,Yvv3qNZTD4,10.922,84.042,85.037,4,z57bOnyRP2  ,4.002,75.308,77.773,5,vmywo8mUbN,7.434,79.348,81.786,4,GQVxDcnFpH  ,,,,,,,,,,,,,,99,31.339,33.852,38.892,3,The person in the 99th percentile completed the most words the fastest.,"Yes, I've played some version of this game before",Over a year ago,Within the last 5 years,Less than once a year,I was less skilled than most people,I was less experienced than most people,"With a trackpad

",,26,Female,Other,potato,"Yes, I only spoke English growing up",,,,The ability to test reaction times and rate yourself based on how you felt you performed.,,R_3j6Yg30kJoG0iBW,732,1,1,0,0,Q167|qual_slide|qual_t
100,732,TRUE,R_11cQVOo1QlXURml,0,0,12.174,0,0,0,17.603,0,0,0,23.455,0,4.233,25.968,31.478,4,27.54,27.54,31.758,1,190rYK2hhV,79.316,79.316,82.017,1,QuaayPuLsn ,78.712,78.712,81.117,1, Wu6hlNtPK ,74.383,74.383,76.796,1,VeMRscJNM  ,,,,7 - Extremely helpful,6,5,5,4,4,3,3,2,1 - Extremely unhelpful,,44.633,67.853,75.809,11,Tips from people with the best scores would be much more helpful than those who scored poorly.,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,A few times a week,I was as skilled as most people,I was as experienced as most people,"With a computer mouse

",,33,Female,Other,potato,"Yes, I only spoke English growing up",,,,Demographics of people who do well at word games.,,R_11cQVOo1QlXURml,732,1,0,0,0,Q167|qual_percs|qual_t
100,733,TRUE,R_7WKXGAWOiOl3KSd,139.6,141.277,142.435,3,0,0,3.203,0,18.854,18.854,22.273,1,8.802,39.5,40.368,8,9.337,55.175,57.712,4,r6aTqaoJdT  ,14.043,86.785,89.818,6,5fVkr6srpf  ,2.795,76.755,79.958,7,MUqRnB7L9S,3.18,74.509,77.337,4,pOK00r1mby,,,,7 - Extremely helpful,7 - Extremely helpful,7 - Extremely helpful,6,6,2,2,1 - Extremely unhelpful,1 - Extremely unhelpful,1 - Extremely unhelpful,,7.102,29.616,32.038,13,You cannot achieve to get better if someone cannot explain how to perform better.,"No, I've never played any version of this game before",,,I never play word-finding games,I was less skilled than most people,I was less experienced than most people,"With a trackpad

",,37,Female,Other,potato,"Yes, I only spoke English growing up",,,,seeing how many words you can unscramble,,R_7WKXGAWOiOl3KSd,733,0,0,0,0,Q167|qual_percs|qual_t
100,734,TRUE,R_3qXcj9pgZldLxAj,0,0,20.525,0,0,0,5.53,0,0,0,38.767,0,7.046,42.072,46.52,5,44.827,44.827,49.724,1,ieP7kmDH6t,80.423,80.423,82.995,1,K466wkkbQ0,81.782,81.782,84.823,1,Q6Jpg3Dkal,80.349,80.349,83.924,1,1oxLtrw9j,,,,7 - Extremely helpful,6,5,4,3,2,2,2,1 - Extremely unhelpful,1 - Extremely unhelpful,,42.545,60.214,63.224,10,The advice from the player who scored the best only be helpful. The worst players will not give proper advice to others.,"No, I've never played any version of this game before",,,Less than once a year,I was as skilled as most people,I was less experienced than most people,"With a computer mouse

",,32,Male,Other,potato,"Yes, I spoke English and these other languages growing up:",Tamil,,,Not sure.,Good.,R_3qXcj9pgZldLxAj,734,1,0,0,0,Q167|qual_percs|qual_t
100,735,TRUE,R_2zdTlmaQpNEL8ym,0,0,4.276,0,0,0,2.252,0,0,0,19.568,0,9.692,101.269,106.291,4,29.97,46.208,46.67,3,7hSS6u60T3  ,75.505,75.505,78.117,1,DPCF8djxjF  ,73.035,73.318,75.505,2,eyVPs4uk1v  ,72.514,72.75,75.306,2,v44aPxNh0m  ,,A participant who scored the same as you in the game,,,,,,,,,,,,,33.028,34.538,34.91,2,"I'm not that fast when it comes to scrable, but i'm not slow either. I think my level is in the middle, so that's why i choose the general average.","No, I've never played any version of this game before",,,Less than once a year,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,28,Male,Other,potato,"Yes, I only spoke English growing up",,,,how faster a one person to make many words using scrabble?,nice and very fun survey! wish all the survey is like this.,R_2zdTlmaQpNEL8ym,735,1,0,0,0,Q167|qual_mc|qual_t
100,736,TRUE,R_1F9RUu8hTm8MBsF,0,0,10.63,0,0,0,6.165,0,0,0,25.379,0,17.867,45.569,49.47,4,35.942,36.275,39.716,2,K98p9y2Hk8,76.744,77.168,81.322,2,YWzY7dGdgK ,71.084,71.454,74.733,2,ZIzbKRdFu7,73.275,73.753,77.078,2,YOi0kSO0FO,,,,,,,,,,,,,,99,48.956,48.956,55.693,1,It would make sense to get advice from the best players. ,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,A few times a year,I was more skilled than most people,I was more experienced than most people,"With a computer mouse

",,42,Female,Other,,"Yes, I only spoke English growing up",,,,psychology research,,R_1F9RUu8hTm8MBsF,736,0,0,0,0,Q167|qual_slide|qual_t
100,737,TRUE,R_2f9CKmZGCB3BdY6,0,0,18.438,0,0,0,41.538,0,0,0,118.89,0,6.22,29.77,35.761,4,44.817,44.817,46.839,1,jcPw9OfUsN,73.766,73.766,75.267,1,KZODYlHO1Q ,69.706,69.706,70.942,1,UKkGO5Fko  ,71.01,71.01,72.41,1,H7m0xwDg26  ,,,,,,,,,,,,,,99,24.825,24.825,27.847,1,I would like to know how they were able to score in the 99% percentile,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,I was as skilled as most people,I was as experienced as most people,"With a computer mouse

",,31,Female,Other,potato,"Yes, I only spoke English growing up",,,,how well people play scrabble/boggle,,R_2f9CKmZGCB3BdY6,737,1,0,0,0,Q167|qual_slide|qual_t
100,737,TRUE,R_2BeqpVACcXsJSNt,0,0,13.097,0,0,0,4.316,0,0,0,49.281,0,7.192,35.184,39.202,4,51.14,51.532,59.238,2,myblwNbGh0  ,83.53,84.498,88.766,2,FdIVeU3hro  ,78.243,78.243,81.61,1,PlI9tw1kyi  ,77.235,77.731,81.18,2,oMgR423vTp  ,,,The participant who scored the best in the game,,,,,,,,,,,,34.498,34.498,35.786,1,I choose this answer because we can learn how to play from someone who found the most words.   We can learn tricks that they use or learn from their experience.,"Yes, I've played some version of this game before",Over a year ago,,Less than once a year,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,45,Male,Other,potato,"Yes, I only spoke English growing up",,,,This study was about how quickly we can respond to situations in life.  Word Scrabble with a time requires us to react quickly to find as many words as we can in a certain amount of time.,,R_2BeqpVACcXsJSNt,737,0,0,0,0,Q167|qual_mc_na|qual_t
100,737,TRUE,R_2ckiV8vjKVRykjk,6.403,6.403,8.398,1,0,0,3.451,0,3.469,22.119,24.92,2,6.867,40.622,41.54,10,15.848,61.544,62.542,3,HxqMv5a4sK  ,8.4,79.288,80.241,5,DGzJ5alVGn ,7.211,78.23,78.977,4,vvBqasy5Ol,6.013,76.3,77.185,4,9TIUMdYZN4 ,,,,7 - Extremely helpful,7 - Extremely helpful,6,6,5,5,5,5,5,5,,3.656,57.595,58.439,15,"All advice can be helpful if taken in the right context.  Even those who did badly might have some sort of advice to offer as to why they did badly.  Also, if I knew the percentiles of the people giving the advice, I would be able to know how to interpret the advice. ","Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,I was as skilled as most people,I was more experienced than most people,"With a trackpad

",,32,Female,Other,potato,"Yes, I only spoke English growing up",,,,The relationship between people's ability to perform in the game and how they responded to potential advice,,R_2ckiV8vjKVRykjk,737,1,0,0,0,Q167|qual_percs|qual_t
